Default schedule
Rate	100.00
Rate Tried	% Accepted	Alpha Trait 1 - Dev	Alpha Trait 1 - Tried	Alpha Trait 1 - Accepted	Sample Ave Acceptance	Total Ave Acceptance	
1000	0.260000	0.842836	1000	0.260000	0.260000	0.268132	
1000	0.260000	0.842836	1000	0.260000	0.260000	0.268123	
1000	0.242000	0.842836	1000	0.242000	0.242000	0.268097	
1000	0.269000	0.842836	1000	0.269000	0.269000	0.268098	
1000	0.242000	0.842836	1000	0.242000	0.242000	0.268072	
1000	0.239000	0.842836	1000	0.239000	0.239000	0.268043	
1000	0.252000	0.842836	1000	0.252000	0.252000	0.268028	
1000	0.199000	0.842836	1000	0.199000	0.199000	0.267959	
1000	0.418000	0.430692	1000	0.418000	0.418000	0.268108	
1000	0.251000	0.772328	1000	0.251000	0.251000	0.268091	
1000	0.280000	0.772328	1000	0.280000	0.280000	0.268103	
1000	0.252000	0.772328	1000	0.252000	0.252000	0.268087	
1000	0.262000	0.772328	1000	0.262000	0.262000	0.268081	
1000	0.260000	0.772328	1000	0.260000	0.260000	0.268073	
1000	0.272000	0.772328	1000	0.272000	0.272000	0.268077	
1000	0.277000	0.772328	1000	0.277000	0.277000	0.268085	
1000	0.264000	0.772328	1000	0.264000	0.264000	0.268081	
1000	0.252000	0.772328	1000	0.252000	0.252000	0.268066	
1000	0.267000	0.772328	1000	0.267000	0.267000	0.268065	
1000	0.241000	0.772328	1000	0.241000	0.241000	0.268038	
1000	0.240000	0.772328	1000	0.240000	0.240000	0.268011	
1000	0.242000	0.772328	1000	0.242000	0.242000	0.267985	
1000	0.257000	0.772328	1000	0.257000	0.257000	0.267974	
1000	0.284000	0.772328	1000	0.284000	0.284000	0.267990	
1000	0.290000	0.772328	1000	0.290000	0.290000	0.268011	
1000	0.274000	0.772328	1000	0.274000	0.274000	0.268017	
1000	0.291000	0.772328	1000	0.291000	0.291000	0.268040	
1000	0.304000	0.772328	1000	0.304000	0.304000	0.268075	
1000	0.276000	0.772328	1000	0.276000	0.276000	0.268082	
1000	0.258000	0.772328	1000	0.258000	0.258000	0.268073	
1000	0.269000	0.772328	1000	0.269000	0.269000	0.268073	
1000	0.250000	0.772328	1000	0.250000	0.250000	0.268056	
1000	0.288000	0.772328	1000	0.288000	0.288000	0.268075	
1000	0.259000	0.772328	1000	0.259000	0.259000	0.268066	
1000	0.240000	0.772328	1000	0.240000	0.240000	0.268039	
1000	0.274000	0.772328	1000	0.274000	0.274000	0.268045	
1000	0.271000	0.772328	1000	0.271000	0.271000	0.268048	
1000	0.264000	0.772328	1000	0.264000	0.264000	0.268044	
1000	0.273000	0.772328	1000	0.273000	0.273000	0.268049	
1000	0.279000	0.772328	1000	0.279000	0.279000	0.268059	
1000	0.272000	0.772328	1000	0.272000	0.272000	0.268063	
1000	0.249000	0.772328	1000	0.249000	0.249000	0.268045	
1000	0.280000	0.772328	1000	0.280000	0.280000	0.268056	
1000	0.254000	0.772328	1000	0.254000	0.254000	0.268043	
1000	0.290000	0.772328	1000	0.290000	0.290000	0.268064	
1000	0.261000	0.772328	1000	0.261000	0.261000	0.268057	
1000	0.291000	0.772328	1000	0.291000	0.291000	0.268079	
1000	0.293000	0.772328	1000	0.293000	0.293000	0.268103	
1000	0.279000	0.772328	1000	0.279000	0.279000	0.268113	
1000	0.262000	0.772328	1000	0.262000	0.262000	0.268107	
1000	0.267000	0.772328	1000	0.267000	0.267000	0.268106	
1000	0.251000	0.772328	1000	0.251000	0.251000	0.268090	
1000	0.264000	0.772328	1000	0.264000	0.264000	0.268086	
1000	0.267000	0.772328	1000	0.267000	0.267000	0.268085	
1000	0.287000	0.772328	1000	0.287000	0.287000	0.268103	
1000	0.273000	0.772328	1000	0.273000	0.273000	0.268108	
1000	0.293000	0.772328	1000	0.293000	0.293000	0.268131	
