Default schedule
Rate	44.44
Est Data	55.56
Rate Tried	% Accepted	Est Data Tried	% Accepted	Alpha Trait 1 - Dev	Alpha Trait 1 - Tried	Alpha Trait 1 - Accepted	Data - Dev	Data - Tried	Data - Accepted	Sample Ave Acceptance	Total Ave Acceptance	
439	0.002278	561	0.244207	5.082470	0	0.000000	0.007135	561	0.244207	0.138000	0.151770	
456	0.000000	544	0.251838	5.082470	0	0.000000	0.007135	544	0.251838	0.137000	0.151755	
471	0.002123	529	0.289225	5.082470	0	0.000000	0.007135	529	0.289225	0.154000	0.151758	
440	0.000000	560	0.248214	5.082470	0	0.000000	0.007135	560	0.248214	0.139000	0.151745	
450	0.004444	550	0.260000	5.082470	0	0.000000	0.007135	550	0.260000	0.145000	0.151738	
437	0.000000	563	0.275311	5.082470	0	0.000000	0.007135	563	0.275311	0.155000	0.151741	
420	0.000000	580	0.277586	5.082470	0	0.000000	0.007135	580	0.277586	0.161000	0.151751	
426	0.000000	574	0.329268	5.082470	0	0.000000	0.007135	574	0.329268	0.189000	0.151788	
447	0.004474	553	0.301989	5.082470	0	0.000000	0.007135	553	0.301989	0.169000	0.151805	
426	0.000000	574	0.242160	5.082470	0	0.000000	0.007135	574	0.242160	0.139000	0.151792	
433	0.002309	567	0.292769	5.082470	0	0.000000	0.007135	567	0.292769	0.167000	0.151807	
431	0.000000	569	0.270650	5.082470	0	0.000000	0.007135	569	0.270650	0.154000	0.151809	
451	0.002217	549	0.273224	5.082470	0	0.000000	0.007135	549	0.273224	0.151000	0.151808	
457	0.000000	543	0.267035	5.082470	0	0.000000	0.007135	543	0.267035	0.145000	0.151802	
446	0.000000	554	0.287004	5.082470	0	0.000000	0.007135	554	0.287004	0.159000	0.151809	
451	0.000000	549	0.260474	5.082470	0	0.000000	0.007135	549	0.260474	0.143000	0.151800	
446	0.000000	554	0.272563	5.082470	0	0.000000	0.007135	554	0.272563	0.151000	0.151799	
434	0.000000	566	0.272085	5.082470	0	0.000000	0.007135	566	0.272085	0.154000	0.151801	
469	0.000000	531	0.269303	5.082470	0	0.000000	0.007135	531	0.269303	0.143000	0.151793	
441	0.002268	559	0.266547	5.082470	0	0.000000	0.007135	559	0.266547	0.150000	0.151791	
459	0.000000	541	0.266174	5.082470	0	0.000000	0.007135	541	0.266174	0.144000	0.151783	
437	0.000000	563	0.277087	5.082470	0	0.000000	0.007135	563	0.277087	0.156000	0.151788	
426	0.002347	574	0.294425	5.082470	0	0.000000	0.007135	574	0.294425	0.170000	0.151805	
435	0.000000	565	0.286726	5.082470	0	0.000000	0.007135	565	0.286726	0.162000	0.151815	
402	0.000000	598	0.262542	5.082470	0	0.000000	0.007135	598	0.262542	0.157000	0.151820	
462	0.000000	538	0.288104	5.082470	0	0.000000	0.007135	538	0.288104	0.155000	0.151823	
455	0.002198	545	0.282569	5.082470	0	0.000000	0.007135	545	0.282569	0.155000	0.151827	
457	0.002188	543	0.283610	5.082470	0	0.000000	0.007135	543	0.283610	0.155000	0.151830	
462	0.008658	538	0.301115	5.082470	0	0.000000	0.007135	538	0.301115	0.166000	0.151843	
454	0.000000	546	0.254579	5.082470	0	0.000000	0.007135	546	0.254579	0.139000	0.151831	
443	0.000000	557	0.267504	5.082470	0	0.000000	0.007135	557	0.267504	0.149000	0.151828	
430	0.000000	570	0.296491	5.082470	0	0.000000	0.007135	570	0.296491	0.169000	0.151845	
434	0.000000	566	0.305654	5.082470	0	0.000000	0.007135	566	0.305654	0.173000	0.151865	
436	0.000000	564	0.290780	5.082470	0	0.000000	0.007135	564	0.290780	0.164000	0.151877	
482	0.004149	518	0.262548	5.082470	0	0.000000	0.007135	518	0.262548	0.138000	0.151864	
438	0.002283	562	0.302491	5.082470	0	0.000000	0.007135	562	0.302491	0.171000	0.151882	
436	0.000000	564	0.285461	5.082470	0	0.000000	0.007135	564	0.285461	0.161000	0.151891	
429	0.000000	571	0.269702	5.082470	0	0.000000	0.007135	571	0.269702	0.154000	0.151893	
451	0.002217	549	0.322404	5.082470	0	0.000000	0.007135	549	0.322404	0.178000	0.151918	
