Options:
Model:                           Continuous: Random Walk
Tree File Name:                  ../../data/processed/GTree_phylo4g_combined_trimmed_ASJP.nex
Data File Name:                  ../../data/processed/AncestralStateReconstruction/GTree_Data_ASJP_continuous.txt
Log File Name:                   ../../results/BayesTraitsOutput/AncestralStateReconstruction/Anc_ASJP_continuous_make.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            1335559662
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      2000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   ../../results/BayesTraitsOutput/AncestralStateReconstruction/Anc_ASJP_continuous_make.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     1
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Save Model:                      ../../results/BayesTraitsOutput/AncestralStateReconstruction/Anc_ASJP_continuous_models.bin
Restrictions:
    alpha-1                      None
Prior Information:
    Priors
        alpha-1 - normal 0.47 0.06 
Tree Information
     Trees:                      1
     Taxa:                       383
     Sites:                      1
Iteration	Lh	Tree No	Alpha 1	Sigma^2 1 	
1001000	855.128681	1	0.504207651043	0.064413016040	
1002000	855.608389	1	0.427018871011	0.064251863111	
1003000	856.418318	1	0.449127591431	0.063980690500	
1004000	856.436447	1	0.450096407096	0.063974633765	
1005000	856.365931	1	0.446676858400	0.063998195554	
1006000	856.418030	1	0.449112811681	0.063980786687	
1007000	855.838636	1	0.431605895539	0.064174657277	
1008000	854.816556	1	0.414511757287	0.064518088002	
1009000	855.883062	1	0.432573542868	0.064159771112	
1010000	856.504818	1	0.468305603519	0.063951796985	
1011000	855.618851	1	0.427214132583	0.064248353129	
1012000	856.456057	1	0.471968986016	0.063968082891	
1013000	853.307251	1	0.526237527304	0.065028595691	
1014000	856.494959	1	0.469190329072	0.063955089499	
1015000	852.068524	1	0.537742044720	0.065450599794	
1016000	856.274790	1	0.443172795654	0.064028661732	
1017000	856.420560	1	0.449243273795	0.063979941572	
1018000	856.046204	1	0.486772823518	0.064105135699	
1019000	856.398320	1	0.448139428089	0.063987372120	
1020000	856.537994	1	0.460072910856	0.063940718904	
1021000	856.450145	1	0.472328487746	0.063970057960	
1022000	856.504557	1	0.468330545039	0.063951884217	
1023000	856.327612	1	0.478101850894	0.064011002978	
1024000	855.976105	1	0.434711875801	0.064128605992	
1025000	856.474874	1	0.470731178773	0.063961797717	
1026000	856.273786	1	0.443137909671	0.064028997221	
1027000	856.494647	1	0.453998056100	0.063955193774	
1028000	856.502487	1	0.468525077203	0.063952575711	
1029000	856.535729	1	0.463900065048	0.063941475116	
1030000	856.539714	1	0.461219076501	0.063940144628	
1031000	855.911697	1	0.490000142209	0.064150178171	
1032000	856.519801	1	0.456541079884	0.063946793903	
1033000	856.261617	1	0.442719938537	0.064033066064	
1034000	855.454141	1	0.498957666518	0.064303637086	
1035000	856.218830	1	0.481896372979	0.064047374727	
1036000	856.003240	1	0.487846610841	0.064119519552	
1037000	856.495938	1	0.454107560563	0.063954762627	
1038000	856.477031	1	0.470578373530	0.063961077196	
1039000	856.045815	1	0.436431983292	0.064105265800	
1040000	856.326811	1	0.478132948910	0.064011270565	
1041000	856.532037	1	0.458446987880	0.063942708082	
1042000	856.363031	1	0.476661895677	0.063999164689	
1043000	856.478882	1	0.470445191567	0.063960459129	
1044000	856.294134	1	0.479355992719	0.064022194110	
1045000	856.483990	1	0.470066673568	0.063958752988	
1046000	855.211233	1	0.502938364211	0.064385254872	
1047000	856.375681	1	0.476113101209	0.063994937300	
1048000	856.472269	1	0.452302380461	0.063962667730	
1049000	856.527528	1	0.457636903650	0.063944213387	
1050000	855.071521	1	0.505065110959	0.064432245156	
1051000	856.537066	1	0.459724770038	0.063941028903	
1052000	855.787967	1	0.492675940499	0.064191639407	
1053000	855.066243	1	0.418071273632	0.064434021082	
1054000	856.493884	1	0.469280672083	0.063955448666	
1055000	854.937613	1	0.416203252490	0.064477315702	
1056000	856.538409	1	0.462957376938	0.063940580271	
1057000	856.528035	1	0.457719454360	0.063944044340	
1058000	856.360895	1	0.476752615891	0.063999878630	
1059000	856.499439	1	0.468801796812	0.063953593335	
1060000	856.532292	1	0.458499162793	0.063942622853	
1061000	856.526900	1	0.465677959934	0.063944423218	
1062000	856.292975	1	0.443816888439	0.064022581623	
1063000	855.822961	1	0.491942942060	0.064179910572	
1064000	856.463067	1	0.451688782886	0.063965741501	
1065000	855.840209	1	0.491575099260	0.064174130177	
1066000	856.536782	1	0.459630477726	0.063941123736	
1067000	852.815596	1	0.392191497460	0.065195763805	
1068000	855.659859	1	0.495224357081	0.064234596206	
1069000	855.200087	1	0.420102753313	0.064389002341	
1070000	856.296720	1	0.479262295139	0.064021329681	
1071000	856.454689	1	0.472053301897	0.063968540068	
1072000	856.526855	1	0.465685040469	0.063944438253	
1073000	855.700119	1	0.494444627355	0.064221093495	
1074000	854.575721	1	0.411312598958	0.064599278611	
1075000	856.533492	1	0.458757339131	0.063942221998	
1076000	856.512437	1	0.467532153572	0.063949252793	
1077000	855.525693	1	0.425512191546	0.064279615090	
1078000	856.050057	1	0.436540441430	0.064103845808	
1079000	855.333684	1	0.422233351467	0.064344097896	
1080000	855.990765	1	0.488150315230	0.064123696823	
1081000	855.753330	1	0.493384969078	0.064203251132	
1082000	856.538060	1	0.463114184080	0.063940697008	
1083000	856.490827	1	0.469531894100	0.063956469785	
1084000	856.425682	1	0.449511751557	0.063978230322	
1085000	856.401594	1	0.448296180199	0.063986278255	
1086000	856.287122	1	0.443607089865	0.064024538336	
1087000	856.464407	1	0.471438949747	0.063965293785	
1088000	855.537523	1	0.497490847313	0.064275644556	
1089000	856.535587	1	0.463939579852	0.063941522739	
1090000	856.413110	1	0.448862865408	0.063982430580	
1091000	856.377165	1	0.476047340822	0.063994441276	
1092000	856.528000	1	0.465501038429	0.063944056037	
1093000	856.359933	1	0.476793300635	0.064000200199	
1094000	856.371482	1	0.476297524478	0.063996340410	
1095000	856.452031	1	0.450999613588	0.063969427806	
1096000	856.188785	1	0.482825473402	0.064057424108	
1097000	856.232958	1	0.441770218951	0.064042649825	
1098000	856.536158	1	0.463776869195	0.063941331864	
1099000	856.536899	1	0.463545667571	0.063941084375	
1100000	855.180068	1	0.419792720086	0.064395733775	
1101000	856.321285	1	0.478346031424	0.064013117619	
1102000	849.530568	1	0.557249126104	0.066323792225	
1103000	856.402262	1	0.474886341169	0.063986055118	
1104000	856.486190	1	0.453316330492	0.063958018458	
1105000	856.534299	1	0.464269822407	0.063941952567	
1106000	856.461045	1	0.471655728582	0.063966416802	
1107000	856.445766	1	0.472587127901	0.063971520567	
1108000	856.365686	1	0.476548389756	0.063998277473	
1109000	854.686890	1	0.510450942985	0.064561788414	
1110000	856.522669	1	0.466296854346	0.063945836014	
1111000	856.539433	1	0.460892318324	0.063940238575	
1112000	855.604058	1	0.496276378585	0.064253316403	
1113000	856.302691	1	0.444170709879	0.064019333627	
1114000	856.528207	1	0.465466848448	0.063943986960	
1115000	856.472432	1	0.452313587008	0.063962613416	
1116000	856.171091	1	0.439860602024	0.064063342926	
1117000	856.479242	1	0.470419067275	0.063960338977	
1118000	856.225132	1	0.441518662704	0.064045267064	
1119000	856.538977	1	0.460560933373	0.063940390687	
1120000	856.399128	1	0.448177939818	0.063987102186	
1121000	856.532978	1	0.464570811483	0.063942393830	
1122000	856.055885	1	0.436690215713	0.064101894963	
1123000	856.538737	1	0.462791431012	0.063940470689	
1124000	856.468373	1	0.452037804048	0.063963969042	
1125000	856.192409	1	0.482715556891	0.064056211760	
1126000	856.466083	1	0.471329118134	0.063964734153	
1127000	856.268375	1	0.480263832069	0.064030806532	
1128000	856.538795	1	0.460455005045	0.063940451381	
1129000	856.514793	1	0.467271602951	0.063948465940	
1130000	856.531718	1	0.458382998083	0.063942814547	
1131000	856.390403	1	0.447767641573	0.063990017768	
1132000	856.307033	1	0.478883520343	0.064017881840	
1133000	856.538167	1	0.460146884827	0.063940661172	
1134000	856.327943	1	0.478088967007	0.064010892265	
1135000	856.378453	1	0.447224685468	0.063994010891	
1136000	856.399496	1	0.475019215894	0.063986979302	
1137000	855.057473	1	0.417941419745	0.064436971854	
1138000	856.291610	1	0.443767722086	0.064023038121	
1139000	856.448415	1	0.450783328824	0.063970635726	
1140000	856.539042	1	0.462613059484	0.063940368905	
1141000	856.509444	1	0.455367319737	0.063950252141	
1142000	853.819520	1	0.520856047170	0.064854874435	
1143000	855.481774	1	0.424736766036	0.064294359021	
1144000	856.282852	1	0.443455545268	0.064025966007	
1145000	855.745482	1	0.429671275534	0.064205882373	
1146000	856.531684	1	0.464838391809	0.063942825760	
1147000	855.503362	1	0.425115887671	0.064287111254	
1148000	856.534175	1	0.458915050346	0.063941994222	
1149000	855.414486	1	0.423579089039	0.064316954248	
1150000	856.405186	1	0.448470308571	0.063985078147	
1151000	856.529348	1	0.465272532097	0.063943605938	
1152000	856.067895	1	0.437001707922	0.064097875144	
1153000	855.775392	1	0.492935209457	0.064195855055	
1154000	856.403593	1	0.448392820908	0.063985610247	
1155000	856.470033	1	0.471065146242	0.063963414834	
1156000	856.536118	1	0.459426018854	0.063941345284	
1157000	855.906942	1	0.490107570890	0.064151770867	
1158000	856.305385	1	0.478944613304	0.064018432888	
1159000	856.442889	1	0.450460891013	0.063972481761	
1160000	856.195273	1	0.482628303688	0.064055253865	
1161000	854.910318	1	0.507398222124	0.064486506549	
1162000	855.931936	1	0.433676480243	0.064143398773	
1163000	855.967862	1	0.434515677193	0.064131366192	
1164000	856.170036	1	0.483385240739	0.064063695870	
1165000	854.407272	1	0.409188682123	0.064656127089	
1166000	856.531825	1	0.464810392229	0.063942778815	
1167000	856.452409	1	0.472192240200	0.063969301502	
1168000	855.943103	1	0.489280095133	0.064139658292	
1169000	856.406318	1	0.448525677327	0.063984699852	
1170000	855.675085	1	0.428283133180	0.064229489178	
1171000	855.472900	1	0.424582039930	0.064297338485	
1172000	855.979577	1	0.434794962893	0.064127443137	
1173000	856.526822	1	0.457524552680	0.063944449164	
1174000	856.538104	1	0.463095330364	0.063940682294	
1175000	856.313263	1	0.478650664498	0.064015799356	
1176000	855.871977	1	0.432329127277	0.064163485107	
1177000	856.453335	1	0.472136059240	0.063968992398	
1178000	855.687414	1	0.494692650496	0.064225354188	
1179000	856.496421	1	0.454148956685	0.063954601268	
