Options:
Model:                           Continuous: Random Walk
Tree File Name:                  ../../data/processed/GTree_phylo4g_combined_trimmed_VOWELS.nex
Data File Name:                  ../../data/processed/AncestralStateReconstruction/GTree_Data_VOWELS_continuous.txt
Log File Name:                   ../../results/BayesTraitsOutput/AncestralStateReconstruction/Anc_VOWELS_continuous_VOWELS_make.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            4222295830
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      2000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   ../../results/BayesTraitsOutput/AncestralStateReconstruction/Anc_VOWELS_continuous_VOWELS_make.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     1
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Save Model:                      ../../results/BayesTraitsOutput/AncestralStateReconstruction/Anc_VOWELS_continuous_models.bin
Restrictions:
    alpha-1                      None
Prior Information:
    Priors
        alpha-1 - gamma 5.80 19.70 
Tree Information
     Trees:                      1
     Taxa:                       161
     Sites:                      1
Iteration	Lh	Tree No	Alpha 1	Sigma^2 1 	
1001000	181.503471	1	0.350054481346	0.498213625096	
1002000	181.467740	1	0.352444559909	0.498434815773	
1003000	181.066189	1	0.375537068807	0.500927324221	
1004000	181.787072	1	0.327427938588	0.496461508436	
1005000	182.047046	1	0.262937483274	0.494860776088	
1006000	181.993629	1	0.300724020937	0.495189260220	
1007000	180.643438	1	0.395251420770	0.503564895502	
1008000	180.821218	1	0.387369313491	0.502454026055	
1009000	181.370602	1	0.358603834248	0.499036631192	
1010000	180.235863	1	0.411676679612	0.506120932654	
1011000	181.258836	1	0.365181933573	0.499729973862	
1012000	181.556538	1	0.346360102871	0.497885303484	
1013000	179.836446	1	0.426123109210	0.508638388968	
1014000	182.040921	1	0.288746215802	0.494898432241	
1015000	180.287498	1	0.409701922478	0.505796393639	
1016000	182.043506	1	0.287780776472	0.494882537845	
1017000	182.058452	1	0.270081735381	0.494790665702	
1018000	180.674657	1	0.393903744570	0.503369641316	
1019000	181.235669	1	0.366487562653	0.499873806038	
1020000	182.054566	1	0.282397615180	0.494814553435	
1021000	182.052289	1	0.283768710867	0.494828546787	
1022000	181.908126	1	0.314029546023	0.495715502693	
1023000	181.964748	1	0.305857416519	0.495366952915	
1024000	179.337586	1	0.442515288903	0.511800223220	
1025000	180.929303	1	0.382304735846	0.501779848109	
1026000	181.677365	1	0.337149709305	0.497138555730	
1027000	180.031009	1	0.419257448193	0.507410534409	
1028000	181.457054	1	0.353145376036	0.498500981318	
1029000	182.004758	1	0.250814829788	0.495120806544	
1030000	182.046421	1	0.262668407057	0.494864621425	
1031000	181.798777	1	0.326283634590	0.496389326061	
1032000	181.705607	1	0.334796218181	0.496964179631	
1033000	181.397927	1	0.356917063005	0.498867262444	
1034000	181.927646	1	0.311417205517	0.495595311727	
1035000	181.716257	1	0.333884572332	0.496898431262	
1036000	182.057110	1	0.280497428667	0.494798914441	
1037000	181.388705	1	0.357490139478	0.498924419603	
1038000	181.572031	1	0.204022356917	0.497789488605	
1039000	181.801854	1	0.325978627316	0.496370353269	
1040000	179.414590	1	0.440084615068	0.511310882567	
1041000	178.393824	1	0.470024351246	0.517835747467	
1042000	180.758827	1	0.390194722046	0.502843597769	
1043000	181.742468	1	0.331579544595	0.496736669543	
1044000	181.639117	1	0.340203839360	0.497374818671	
1045000	180.614775	1	0.396476054607	0.503744225604	
1046000	181.817437	1	0.324405373197	0.496274274638	
1047000	181.873734	1	0.318254494986	0.495927334722	
1048000	181.895882	1	0.315583464274	0.495790906841	
1049000	182.054104	1	0.282694686742	0.494817392636	
1050000	182.060281	1	0.273181793337	0.494779423676	
1051000	181.469947	1	0.352299006543	0.498421148172	
1052000	181.564595	1	0.345782634793	0.497835473432	
1053000	182.013749	1	0.296446560599	0.495065507871	
1054000	181.231961	1	0.366694905524	0.499896837041	
1055000	181.712261	1	0.334228233899	0.496923098422	
1056000	181.011394	1	0.378297804690	0.501268413431	
1057000	176.812960	1	0.509541459496	0.528105547569	
1058000	181.786824	1	0.327451934736	0.496463039038	
1059000	181.928609	1	0.311283636296	0.495589387865	
1060000	182.015065	1	0.253130742673	0.495057413448	
1061000	182.049190	1	0.263910713363	0.494847597985	
1062000	182.057188	1	0.280429011905	0.494798432699	
1063000	179.067008	1	0.450807874850	0.513523383937	
1064000	181.757728	1	0.330193841632	0.496642512794	
1065000	182.017705	1	0.295502683868	0.495041176812	
1066000	181.985165	1	0.246941037000	0.495241324742	
1067000	178.541313	1	0.465965993601	0.516887858884	
1068000	181.962531	1	0.306217063515	0.495380595266	
1069000	179.744573	1	0.429264713890	0.509219221227	
1070000	181.737626	1	0.332012270231	0.496766547942	
1071000	181.499046	1	0.350354477078	0.498241009616	
1072000	182.048310	1	0.285766870176	0.494853005965	
1073000	180.838152	1	0.386590511118	0.502348338870	
1074000	181.156969	1	0.370793413758	0.500362745023	
1075000	181.982158	1	0.246393291471	0.495259828458	
1076000	182.053160	1	0.283269980777	0.494823193998	
1077000	181.042013	1	0.376764059737	0.501077782495	
1078000	181.039779	1	0.376876756334	0.501091692963	
1079000	181.973101	1	0.304463476643	0.495315553447	
1080000	181.583123	1	0.344436804594	0.497720904280	
1081000	180.375476	1	0.406272072964	0.505243914853	
1082000	181.560814	1	0.346054214112	0.497858857995	
1083000	180.144177	1	0.415117744066	0.506697705627	
1084000	182.050243	1	0.284845014052	0.494841122412	
1085000	178.683316	1	0.461982787581	0.515976868599	
1086000	181.510233	1	0.349593708289	0.498171776046	
1087000	180.962900	1	0.380682658338	0.501570473824	
1088000	181.891070	1	0.316178334957	0.495820545054	
1089000	182.028078	1	0.292796880675	0.494977391464	
1090000	180.673308	1	0.393962294875	0.503378078622	
1091000	176.909003	1	0.507311676530	0.527475851505	
1092000	180.028063	1	0.419363684515	0.507429100008	
1093000	179.911723	1	0.423502358623	0.508162975075	
1094000	181.149796	1	0.371176509324	0.500407331279	
1095000	181.936794	1	0.310127139287	0.495538997723	
1096000	181.538179	1	0.347659072793	0.497998864456	
1097000	181.996680	1	0.300121431925	0.495170489126	
1098000	182.058669	1	0.278937225288	0.494789334313	
1099000	181.471468	1	0.352198555624	0.498411730659	
1100000	181.599099	1	0.343255395446	0.497622135368	
1101000	180.297042	1	0.409333893093	0.505736431048	
1102000	181.612231	1	0.342269023431	0.497540963481	
1103000	179.364635	1	0.441665240078	0.511628280816	
1104000	181.367522	1	0.358791824708	0.499055720177	
1105000	180.154396	1	0.414738219039	0.506633389896	
1106000	181.991913	1	0.301056886346	0.495199817285	
1107000	181.292106	1	0.363273897483	0.499523481999	
1108000	180.918388	1	0.382826646932	0.501847891085	
1109000	181.950050	1	0.308170045499	0.495457404773	
1110000	181.828615	1	0.323245776781	0.496205372033	
1111000	181.789067	1	0.327234678834	0.496449206658	
1112000	181.586730	1	0.344171805491	0.497698602988	
1113000	181.553062	1	0.346607783706	0.497906799439	
1114000	180.393007	1	0.405578332174	0.505133895113	
1115000	181.791831	1	0.326965687868	0.496432159374	
1116000	181.351179	1	0.359782806632	0.499157052398	
1117000	181.789584	1	0.222083437172	0.496446017276	
1118000	181.085721	1	0.374535020334	0.500805798249	
1119000	181.414372	1	0.355885341756	0.498765361225	
1120000	180.849404	1	0.386070147578	0.502278131363	
1121000	181.904938	1	0.314439914427	0.495735132466	
1122000	181.468416	1	0.352400001063	0.498430628937	
1123000	181.990400	1	0.301346782663	0.495209120591	
1124000	182.045395	1	0.287028200360	0.494870928778	
1125000	180.517269	1	0.400556062425	0.504354755843	
1126000	177.203982	1	0.500342794801	0.525546539013	
1127000	180.900195	1	0.383691135798	0.501961320726	
1128000	178.199480	1	0.475257636725	0.519087425583	
1129000	181.865718	1	0.319181878650	0.495976718052	
1130000	180.888656	1	0.384235985299	0.502033274231	
1131000	181.730622	1	0.332632536233	0.496809769904	
1132000	182.053664	1	0.282967738262	0.494820096290	
1133000	180.694781	1	0.393027180317	0.503243820361	
1134000	181.065572	1	0.375568562637	0.500931163374	
1135000	181.210853	1	0.367866299683	0.500027927289	
1136000	180.924604	1	0.382529723902	0.501809140070	
1137000	181.619346	1	0.341728635846	0.497496991453	
1138000	181.937227	1	0.310064884115	0.495536331005	
1139000	181.412165	1	0.356024572663	0.498779037758	
1140000	182.030792	1	0.292019647591	0.494960704330	
1141000	180.749249	1	0.390622595733	0.502903434365	
1142000	182.059956	1	0.272307053734	0.494781420174	
1143000	180.494556	1	0.401488318717	0.504497080317	
1144000	181.998247	1	0.249461345299	0.495160854796	
1145000	180.338191	1	0.407735988117	0.505477983549	
1146000	182.035082	1	0.290714922655	0.494934332569	
1147000	181.599666	1	0.343213073330	0.497618628407	
1148000	180.839283	1	0.386538294133	0.502341278985	
1149000	181.501926	1	0.350159336367	0.498223184222	
1150000	181.853648	1	0.228724678190	0.496051091306	
1151000	181.540250	1	0.347513680655	0.497986052416	
1152000	181.822137	1	0.323921095377	0.496245301587	
1153000	181.177467	1	0.369690305991	0.500235350908	
1154000	180.601437	1	0.397041914116	0.503827699544	
1155000	181.944993	1	0.308929841992	0.495488531930	
1156000	181.396456	1	0.357008763441	0.498876381747	
1157000	178.012137	1	0.480187821940	0.520296872345	
1158000	181.981232	1	0.303041103540	0.495265524914	
1159000	180.014296	1	0.419859286787	0.507515890389	
1160000	181.655615	1	0.338904089731	0.497272894799	
1161000	181.532958	1	0.348024359358	0.498031166385	
1162000	181.426382	1	0.355123672420	0.498690957530	
1163000	181.547373	1	0.202256454416	0.497941991186	
1164000	180.005530	1	0.420174014143	0.507571159798	
1165000	181.314584	1	0.361961646290	0.499384019514	
1166000	180.887574	1	0.384286936160	0.502040021199	
1167000	181.425492	1	0.355180330102	0.498696468013	
1168000	181.387333	1	0.357575034562	0.498932920554	
1169000	182.044975	1	0.262068575093	0.494873508337	
1170000	179.865200	1	0.425127175356	0.508456745534	
1171000	180.663802	1	0.394374014639	0.503437525837	
1172000	180.620915	1	0.396214743107	0.503705808241	
1173000	180.302048	1	0.409140452777	0.505704979643	
1174000	181.304942	1	0.362526894585	0.499443837547	
1175000	179.034625	1	0.451776162196	0.513730005350	
1176000	181.794784	1	0.326676789382	0.496413947795	
1177000	181.981560	1	0.246285749103	0.495263503972	
1178000	179.341584	1	0.442389875855	0.511774800589	
1179000	182.030254	1	0.292176453192	0.494964012177	
1180000	178.668189	1	0.462410764845	0.516073831379	
1181000	181.681256	1	0.212437192129	0.497114527767	
1182000	182.050591	1	0.284670479829	0.494838988081	
1183000	178.203446	1	0.475152067361	0.519061848946	
1184000	181.794393	1	0.326715153622	0.496416360395	
1185000	182.006064	1	0.298172254428	0.495112774805	
1186000	181.776180	1	0.328471086269	0.496528688033	
1187000	182.028317	1	0.256537894373	0.494975926864	
1188000	181.880387	1	0.231798287430	0.495886351029	
1189000	180.448961	1	0.403340148298	0.504782906796	
1190000	181.891326	1	0.316146907878	0.495818968569	
1191000	181.201032	1	0.368406461771	0.500088934981	
1192000	179.958912	1	0.421836980589	0.507865180388	
1193000	180.003294	1	0.420254182972	0.507585257401	
1194000	181.962328	1	0.243018154147	0.495381842549	
1195000	181.629299	1	0.340965402421	0.497435487092	
1196000	181.445044	1	0.353925784412	0.498575359490	
1197000	181.056410	1	0.376035130537	0.500988179168	
1198000	181.501263	1	0.350204366239	0.498227293455	
1199000	179.519021	1	0.436733798449	0.510648000084	
1200000	181.458563	1	0.353046775482	0.498491636367	
1201000	181.378901	1	0.358095061475	0.498985183330	
1202000	182.003704	1	0.298677249686	0.495127287031	
1203000	181.841794	1	0.321842152428	0.496124142341	
1204000	182.057900	1	0.269501200084	0.494794061439	
1205000	181.931889	1	0.238443318010	0.495569192666	
1206000	182.035584	1	0.290555184341	0.494931245142	
1207000	181.541049	1	0.347457487813	0.497981107512	
1208000	181.160983	1	0.370578353119	0.500337793064	
1209000	180.732528	1	0.391365867331	0.503007903956	
1210000	182.048108	1	0.263408917313	0.494854249721	
