Rate	100.00
Rate Tried	% Accepted	Alpha Trait 1 - Dev	Alpha Trait 1 - Tried	Alpha Trait 1 - Accepted	Sample Ave Acceptance	Total Ave Acceptance	
1000	0.342000	0.049601	1000	0.342000	0.342000	0.317364	
1000	0.293000	0.049601	1000	0.293000	0.293000	0.317340	
1000	0.303000	0.049601	1000	0.303000	0.303000	0.317326	
1000	0.345000	0.049601	1000	0.345000	0.345000	0.317353	
1000	0.304000	0.049601	1000	0.304000	0.304000	0.317340	
1000	0.316000	0.049601	1000	0.316000	0.316000	0.317339	
1000	0.303000	0.049601	1000	0.303000	0.303000	0.317324	
1000	0.325000	0.049601	1000	0.325000	0.325000	0.317332	
1000	0.308000	0.049601	1000	0.308000	0.308000	0.317323	
1000	0.348000	0.049601	1000	0.348000	0.348000	0.317353	
1000	0.353000	0.049601	1000	0.353000	0.353000	0.317388	
1000	0.338000	0.049601	1000	0.338000	0.338000	0.317409	
1000	0.310000	0.049601	1000	0.310000	0.310000	0.317401	
1000	0.330000	0.049601	1000	0.330000	0.330000	0.317414	
1000	0.320000	0.049601	1000	0.320000	0.320000	0.317416	
1000	0.290000	0.049601	1000	0.290000	0.290000	0.317389	
1000	0.310000	0.049601	1000	0.310000	0.310000	0.317382	
1000	0.309000	0.049601	1000	0.309000	0.309000	0.317374	
1000	0.333000	0.049601	1000	0.333000	0.333000	0.317389	
1000	0.320000	0.049601	1000	0.320000	0.320000	0.317392	
1000	0.308000	0.049601	1000	0.308000	0.308000	0.317383	
1000	0.302000	0.049601	1000	0.302000	0.302000	0.317368	
1000	0.319000	0.049601	1000	0.319000	0.319000	0.317369	
1000	0.312000	0.049601	1000	0.312000	0.312000	0.317364	
1000	0.307000	0.049601	1000	0.307000	0.307000	0.317354	
1000	0.292000	0.049601	1000	0.292000	0.292000	0.317329	
1000	0.305000	0.049601	1000	0.305000	0.305000	0.317317	
1000	0.314000	0.049601	1000	0.314000	0.314000	0.317314	
1000	0.333000	0.049601	1000	0.333000	0.333000	0.317329	
1000	0.328000	0.049601	1000	0.328000	0.328000	0.317339	
1000	0.317000	0.049601	1000	0.317000	0.317000	0.317339	
1000	0.326000	0.049601	1000	0.326000	0.326000	0.317348	
1000	0.302000	0.049601	1000	0.302000	0.302000	0.317333	
1000	0.342000	0.049601	1000	0.342000	0.342000	0.317357	
1000	0.292000	0.049601	1000	0.292000	0.292000	0.317332	
1000	0.322000	0.049601	1000	0.322000	0.322000	0.317337	
1000	0.329000	0.049601	1000	0.329000	0.329000	0.317348	
1000	0.334000	0.049601	1000	0.334000	0.334000	0.317364	
1000	0.311000	0.049601	1000	0.311000	0.311000	0.317358	
1000	0.335000	0.049601	1000	0.335000	0.335000	0.317375	
1000	0.331000	0.049601	1000	0.331000	0.331000	0.317388	
1000	0.309000	0.049601	1000	0.309000	0.309000	0.317380	
1000	0.316000	0.049601	1000	0.316000	0.316000	0.317378	
1000	0.289000	0.049601	1000	0.289000	0.289000	0.317351	
1000	0.329000	0.049601	1000	0.329000	0.329000	0.317362	
1000	0.316000	0.049601	1000	0.316000	0.316000	0.317361	
1000	0.310000	0.049601	1000	0.310000	0.310000	0.317354	
1000	0.293000	0.049601	1000	0.293000	0.293000	0.317331	
1000	0.341000	0.049601	1000	0.341000	0.341000	0.317353	
1000	0.318000	0.049601	1000	0.318000	0.318000	0.317354	
1000	0.292000	0.049601	1000	0.292000	0.292000	0.317330	
1000	0.349000	0.049601	1000	0.349000	0.349000	0.317360	
1000	0.338000	0.049601	1000	0.338000	0.338000	0.317380	
1000	0.341000	0.049601	1000	0.341000	0.341000	0.317402	
1000	0.313000	0.049601	1000	0.313000	0.313000	0.317398	
1000	0.317000	0.049601	1000	0.317000	0.317000	0.317397	
1000	0.320000	0.049601	1000	0.320000	0.320000	0.317400	
1000	0.313000	0.049601	1000	0.313000	0.313000	0.317396	
1000	0.319000	0.049601	1000	0.319000	0.319000	0.317397	
1000	0.313000	0.049601	1000	0.313000	0.313000	0.317393	
1000	0.307000	0.049601	1000	0.307000	0.307000	0.317383	
1000	0.329000	0.049601	1000	0.329000	0.329000	0.317394	
1000	0.333000	0.049601	1000	0.333000	0.333000	0.317409	
1000	0.295000	0.049601	1000	0.295000	0.295000	0.317388	
1000	0.315000	0.049601	1000	0.315000	0.315000	0.317386	
1000	0.363000	0.049601	1000	0.363000	0.363000	0.317428	
1000	0.352000	0.049601	1000	0.352000	0.352000	0.317461	
1000	0.327000	0.049601	1000	0.327000	0.327000	0.317470	
1000	0.312000	0.049601	1000	0.312000	0.312000	0.317465	
1000	0.313000	0.049601	1000	0.313000	0.313000	0.317460	
1000	0.286000	0.049601	1000	0.286000	0.286000	0.317431	
1000	0.337000	0.049601	1000	0.337000	0.337000	0.317449	
1000	0.363000	0.049601	1000	0.363000	0.363000	0.317492	
1000	0.301000	0.049601	1000	0.301000	0.301000	0.317476	
1000	0.306000	0.049601	1000	0.306000	0.306000	0.317466	
1000	0.324000	0.049601	1000	0.324000	0.324000	0.317472	
1000	0.331000	0.049601	1000	0.331000	0.331000	0.317484	
