Rate	100.00
Rate Tried	% Accepted	Alpha 1 - Dev	Alpha 1 - Tried	Alpha 1 - Accepted	Alpha 2 - Dev	Alpha 2 - Tried	Alpha 2 - Accepted	Sample Ave Acceptance	Total Ave Acceptance	
1000	0.300000	16.692379	500	0.332000	0.009283	500	0.268000	0.300000	0.286057	
1000	0.295000	16.692379	485	0.301031	0.009283	515	0.289320	0.295000	0.286092	
1000	0.282000	16.692379	535	0.300935	0.009283	465	0.260215	0.282000	0.286076	
1000	0.288000	16.692379	504	0.297619	0.009283	496	0.278226	0.288000	0.286084	
1000	0.307000	16.692379	476	0.327731	0.009283	524	0.288168	0.307000	0.286164	
1000	0.299000	16.692379	492	0.343496	0.009283	508	0.255906	0.299000	0.286213	
1000	0.317000	16.692379	501	0.357285	0.009283	499	0.276553	0.317000	0.286330	
1000	0.304000	16.692379	530	0.322642	0.009283	470	0.282979	0.304000	0.286397	
1000	0.283000	16.692379	515	0.273786	0.009283	485	0.292784	0.283000	0.286384	
1000	0.273000	16.692379	524	0.276718	0.009283	476	0.268908	0.273000	0.286334	
1000	0.292000	16.692379	509	0.318271	0.009283	491	0.264766	0.292000	0.286355	
1000	0.291000	16.692379	527	0.280835	0.009283	473	0.302326	0.291000	0.286372	
1000	0.280000	16.692379	510	0.333333	0.009283	490	0.224490	0.280000	0.286348	
1000	0.291000	16.692379	510	0.311765	0.009283	490	0.269388	0.291000	0.286366	
1000	0.284000	16.692379	526	0.294677	0.009283	474	0.272152	0.284000	0.286357	
1000	0.304000	16.692379	521	0.314779	0.009283	479	0.292276	0.304000	0.286422	
1000	0.294000	16.692379	505	0.348515	0.009283	495	0.238384	0.294000	0.286450	
1000	0.300000	16.692379	487	0.328542	0.009283	513	0.272904	0.300000	0.286499	
1000	0.316000	16.692379	516	0.346899	0.009283	484	0.283058	0.316000	0.286606	
1000	0.285000	16.692379	541	0.297597	0.009283	459	0.270153	0.285000	0.286600	
1000	0.287000	16.692379	503	0.314115	0.009283	497	0.259557	0.287000	0.286602	
1000	0.280000	16.692379	485	0.303093	0.009283	515	0.258252	0.280000	0.286578	
1000	0.272000	16.692379	493	0.324544	0.009283	507	0.220907	0.272000	0.286526	
1000	0.313000	16.692379	484	0.338843	0.009283	516	0.288760	0.313000	0.286620	
1000	0.300000	16.692379	482	0.315353	0.009283	518	0.285714	0.300000	0.286668	
1000	0.304000	16.692379	478	0.307531	0.009283	522	0.300766	0.304000	0.286729	
1000	0.319000	16.692379	490	0.338776	0.009283	510	0.300000	0.319000	0.286844	
1000	0.310000	16.692379	489	0.329243	0.009283	511	0.291585	0.310000	0.286925	
1000	0.298000	16.692379	509	0.320236	0.009283	491	0.274949	0.298000	0.286964	
1000	0.320000	16.692379	497	0.360161	0.009283	503	0.280318	0.320000	0.287079	
1000	0.291000	16.692379	522	0.316092	0.009283	478	0.263598	0.291000	0.287093	
1000	0.284000	16.692379	477	0.308176	0.009283	523	0.261950	0.284000	0.287082	
1000	0.292000	16.692379	499	0.344689	0.009283	501	0.239521	0.292000	0.287099	
1000	0.307000	16.692379	488	0.329918	0.009283	512	0.285156	0.307000	0.287168	
1000	0.291000	16.692379	516	0.343023	0.009283	484	0.235537	0.291000	0.287181	
1000	0.312000	16.692379	517	0.346228	0.009283	483	0.275362	0.312000	0.287266	
1000	0.284000	16.692379	503	0.320080	0.009283	497	0.247485	0.284000	0.287255	
1000	0.294000	16.692379	506	0.308300	0.009283	494	0.279352	0.294000	0.287278	
1000	0.266000	16.692379	505	0.285149	0.009283	495	0.246465	0.266000	0.287206	
1000	0.274000	16.692379	485	0.313402	0.009283	515	0.236893	0.274000	0.287161	
1000	0.271000	16.692379	488	0.286885	0.009283	512	0.255859	0.271000	0.287107	
1000	0.289000	16.692379	525	0.308571	0.009283	475	0.267368	0.289000	0.287113	
1000	0.266000	16.692379	495	0.292929	0.009283	505	0.239604	0.266000	0.287043	
1000	0.286000	16.692379	491	0.331976	0.009283	509	0.241650	0.286000	0.287039	
1000	0.290000	16.692379	493	0.310345	0.009283	507	0.270217	0.290000	0.287049	
1000	0.301000	16.692379	477	0.312369	0.009283	523	0.290631	0.301000	0.287095	
1000	0.305000	16.692379	504	0.325397	0.009283	496	0.284274	0.305000	0.287154	
1000	0.268000	16.692379	493	0.318458	0.009283	507	0.218935	0.268000	0.287091	
1000	0.296000	16.692379	482	0.323651	0.009283	518	0.270270	0.296000	0.287120	
1000	0.264000	16.692379	511	0.281800	0.009283	489	0.245399	0.264000	0.287045	
1000	0.298000	16.692379	518	0.332046	0.009283	482	0.261411	0.298000	0.287080	
1000	0.306000	16.692379	497	0.344064	0.009283	503	0.268390	0.306000	0.287142	
1000	0.297000	16.692379	499	0.326653	0.009283	501	0.267465	0.297000	0.287174	
1000	0.267000	16.692379	490	0.259184	0.009283	510	0.274510	0.267000	0.287109	
1000	0.286000	16.692379	513	0.319688	0.009283	487	0.250513	0.286000	0.287105	
1000	0.283000	16.692379	501	0.337325	0.009283	499	0.228457	0.283000	0.287092	
1000	0.315000	16.692379	508	0.352362	0.009283	492	0.276423	0.315000	0.287181	
1000	0.269000	16.692379	474	0.284810	0.009283	526	0.254753	0.269000	0.287123	
1000	0.277000	16.692379	513	0.296296	0.009283	487	0.256674	0.277000	0.287091	
1000	0.298000	16.692379	526	0.325095	0.009283	474	0.267932	0.298000	0.287126	
1000	0.284000	16.692379	498	0.319277	0.009283	502	0.249004	0.284000	0.287116	
1000	0.298000	16.692379	481	0.324324	0.009283	519	0.273603	0.298000	0.287150	
1000	0.282000	16.692379	505	0.306931	0.009283	495	0.256566	0.282000	0.287134	
1000	0.300000	16.692379	490	0.318367	0.009283	510	0.282353	0.300000	0.287174	
1000	0.318000	16.692379	512	0.339844	0.009283	488	0.295082	0.318000	0.287270	
1000	0.286000	16.692379	512	0.269531	0.009283	488	0.303279	0.286000	0.287266	
1000	0.300000	16.692379	534	0.308989	0.009283	466	0.289700	0.300000	0.287306	
1000	0.302000	16.692379	507	0.315582	0.009283	493	0.288032	0.302000	0.287351	
