Rate	100.00
Rate Tried	% Accepted	Alpha Trait 1 - Dev	Alpha Trait 1 - Tried	Alpha Trait 1 - Accepted	Alpha Trait 2 - Dev	Alpha Trait 2 - Tried	Alpha Trait 2 - Accepted	Sample Ave Acceptance	Total Ave Acceptance	
1000	0.278000	0.057678	509	0.290766	0.000047	491	0.264766	0.278000	0.229211	
1000	0.301000	0.057678	480	0.295833	0.000047	520	0.305769	0.301000	0.229795	
1000	0.271000	0.057678	491	0.279022	0.000047	509	0.263261	0.271000	0.230127	
1000	0.324000	0.057678	475	0.328421	0.000047	525	0.320000	0.324000	0.230878	
1000	0.275000	0.057678	519	0.271676	0.000047	481	0.278586	0.275000	0.231228	
1000	0.274000	0.057678	519	0.306358	0.000047	481	0.239085	0.274000	0.231565	
1000	0.279000	0.057678	509	0.288802	0.000047	491	0.268839	0.279000	0.231936	
1000	0.295000	0.057678	491	0.299389	0.000047	509	0.290766	0.295000	0.232425	
1000	0.273000	0.057678	502	0.284861	0.000047	498	0.261044	0.273000	0.232737	
1000	0.284000	0.057678	517	0.282398	0.000047	483	0.285714	0.284000	0.233128	
1000	0.293000	0.057678	523	0.284895	0.000047	477	0.301887	0.293000	0.233582	
1000	0.284000	0.057678	493	0.290061	0.000047	507	0.278107	0.284000	0.233961	
1000	0.286000	0.057678	488	0.311475	0.000047	512	0.261719	0.286000	0.234349	
1000	0.294000	0.057678	493	0.308316	0.000047	507	0.280079	0.294000	0.234791	
1000	0.306000	0.057678	501	0.289421	0.000047	499	0.322645	0.306000	0.235314	
1000	0.295000	0.057678	528	0.289773	0.000047	472	0.300847	0.295000	0.235750	
1000	0.309000	0.057678	492	0.302846	0.000047	508	0.314961	0.309000	0.236281	
1000	0.270000	0.057678	499	0.250501	0.000047	501	0.289421	0.270000	0.236523	
1000	0.293000	0.057678	508	0.287402	0.000047	492	0.298780	0.293000	0.236927	
1000	0.291000	0.057678	475	0.309474	0.000047	525	0.274286	0.291000	0.237310	
1000	0.308000	0.057678	494	0.309717	0.000047	506	0.306324	0.308000	0.237808	
1000	0.292000	0.057678	473	0.334038	0.000047	527	0.254269	0.292000	0.238187	
1000	0.264000	0.057678	515	0.291262	0.000047	485	0.235052	0.264000	0.238366	
1000	0.278000	0.057678	520	0.288462	0.000047	480	0.266667	0.278000	0.238640	
1000	0.312000	0.057678	515	0.333981	0.000047	485	0.288660	0.312000	0.239142	
1000	0.300000	0.057678	504	0.283730	0.000047	496	0.316532	0.300000	0.239556	
1000	0.257000	0.057678	470	0.240426	0.000047	530	0.271698	0.257000	0.239674	
1000	0.293000	0.057678	523	0.317400	0.000047	477	0.266247	0.293000	0.240032	
1000	0.288000	0.057678	538	0.282528	0.000047	462	0.294372	0.288000	0.240352	
1000	0.251000	0.057678	486	0.242798	0.000047	514	0.258755	0.251000	0.240422	
1000	0.337000	0.057678	516	0.368217	0.000047	484	0.303719	0.337000	0.241058	
1000	0.297000	0.057678	502	0.314741	0.000047	498	0.279116	0.297000	0.241423	
1000	0.282000	0.057678	513	0.300195	0.000047	487	0.262834	0.282000	0.241687	
1000	0.258000	0.057678	495	0.252525	0.000047	505	0.263366	0.258000	0.241792	
1000	0.277000	0.057678	485	0.265979	0.000047	515	0.287379	0.277000	0.242018	
1000	0.271000	0.057678	489	0.274029	0.000047	511	0.268102	0.271000	0.242202	
1000	0.309000	0.057678	498	0.309237	0.000047	502	0.308765	0.309000	0.242625	
1000	0.283000	0.057678	485	0.263918	0.000047	515	0.300971	0.283000	0.242879	
1000	0.291000	0.057678	493	0.308316	0.000047	507	0.274162	0.291000	0.243180	
1000	0.259000	0.057678	483	0.244306	0.000047	517	0.272727	0.259000	0.243278	
1000	0.306000	0.057678	484	0.307851	0.000047	516	0.304264	0.306000	0.243665	
1000	0.269000	0.057678	509	0.265226	0.000047	491	0.272912	0.269000	0.243821	
1000	0.285000	0.057678	508	0.261811	0.000047	492	0.308943	0.285000	0.244072	
1000	0.300000	0.057678	481	0.288981	0.000047	519	0.310212	0.300000	0.244411	
1000	0.284000	0.057678	499	0.302605	0.000047	501	0.265469	0.284000	0.244649	
1000	0.261000	0.057678	510	0.278431	0.000047	490	0.242857	0.261000	0.244747	
1000	0.287000	0.057678	497	0.301811	0.000047	503	0.272366	0.287000	0.244999	
1000	0.293000	0.057678	468	0.305556	0.000047	532	0.281955	0.293000	0.245283	
1000	0.300000	0.057678	498	0.301205	0.000047	502	0.298805	0.300000	0.245604	
1000	0.301000	0.057678	520	0.311538	0.000047	480	0.289583	0.301000	0.245928	
1000	0.291000	0.057678	544	0.314338	0.000047	456	0.263158	0.291000	0.246190	
1000	0.291000	0.057678	493	0.294118	0.000047	507	0.287968	0.291000	0.246449	
1000	0.290000	0.057678	488	0.284836	0.000047	512	0.294922	0.290000	0.246700	
1000	0.298000	0.057678	501	0.341317	0.000047	499	0.254509	0.298000	0.246993	
1000	0.277000	0.057678	495	0.276768	0.000047	505	0.277228	0.277000	0.247163	
1000	0.311000	0.057678	494	0.313765	0.000047	506	0.308300	0.311000	0.247524	
1000	0.265000	0.057678	504	0.253968	0.000047	496	0.276210	0.265000	0.247622	
1000	0.278000	0.057678	476	0.264706	0.000047	524	0.290076	0.278000	0.247792	
1000	0.273000	0.057678	488	0.270492	0.000047	512	0.275391	0.273000	0.247932	
1000	0.266000	0.057678	524	0.269084	0.000047	476	0.262605	0.266000	0.248032	
1000	0.279000	0.057678	525	0.281905	0.000047	475	0.275789	0.279000	0.248202	
1000	0.271000	0.057678	505	0.279208	0.000047	495	0.262626	0.271000	0.248327	
1000	0.297000	0.057678	492	0.323171	0.000047	508	0.271654	0.297000	0.248591	
1000	0.313000	0.057678	494	0.301619	0.000047	506	0.324111	0.313000	0.248939	
1000	0.291000	0.057678	463	0.311015	0.000047	537	0.273743	0.291000	0.249165	
1000	0.269000	0.057678	508	0.309055	0.000047	492	0.227642	0.269000	0.249271	
1000	0.293000	0.057678	498	0.319277	0.000047	502	0.266932	0.293000	0.249504	
1000	0.284000	0.057678	500	0.274000	0.000047	500	0.294000	0.284000	0.249687	
1000	0.295000	0.057678	520	0.307692	0.000047	480	0.281250	0.295000	0.249925	
1000	0.284000	0.057678	479	0.283925	0.000047	521	0.284069	0.284000	0.250103	
1000	0.290000	0.057678	476	0.298319	0.000047	524	0.282443	0.290000	0.250311	
1000	0.296000	0.057678	498	0.293173	0.000047	502	0.298805	0.296000	0.250548	
1000	0.290000	0.057678	520	0.300000	0.000047	480	0.279167	0.290000	0.250751	
1000	0.289000	0.057678	511	0.297456	0.000047	489	0.280164	0.289000	0.250947	
1000	0.304000	0.057678	494	0.307692	0.000047	506	0.300395	0.304000	0.251218	
1000	0.289000	0.057678	521	0.293666	0.000047	479	0.283925	0.289000	0.251410	
1000	0.294000	0.057678	511	0.295499	0.000047	489	0.292434	0.294000	0.251625	
1000	0.284000	0.057678	506	0.294466	0.000047	494	0.273279	0.284000	0.251788	
1000	0.266000	0.057678	509	0.275049	0.000047	491	0.256619	0.266000	0.251859	
1000	0.262000	0.057678	512	0.267578	0.000047	488	0.256148	0.262000	0.251909	
1000	0.278000	0.057678	491	0.285132	0.000047	509	0.271120	0.278000	0.252038	
1000	0.268000	0.057678	499	0.286573	0.000047	501	0.249501	0.268000	0.252117	
1000	0.301000	0.057678	501	0.311377	0.000047	499	0.290581	0.301000	0.252357	
1000	0.313000	0.057678	498	0.351406	0.000047	502	0.274900	0.313000	0.252652	
1000	0.305000	0.057678	481	0.322245	0.000047	519	0.289017	0.305000	0.252907	
1000	0.283000	0.057678	516	0.279070	0.000047	484	0.287190	0.283000	0.253052	
1000	0.295000	0.057678	494	0.287449	0.000047	506	0.302372	0.295000	0.253254	
1000	0.286000	0.057678	505	0.297030	0.000047	495	0.274747	0.286000	0.253410	
1000	0.269000	0.057678	487	0.250513	0.000047	513	0.286550	0.269000	0.253485	
1000	0.281000	0.057678	495	0.280808	0.000047	505	0.281188	0.281000	0.253615	
1000	0.308000	0.057678	504	0.319444	0.000047	496	0.296371	0.308000	0.253871	
1000	0.299000	0.057678	503	0.318091	0.000047	497	0.279678	0.299000	0.254083	
1000	0.264000	0.057678	501	0.247505	0.000047	499	0.280561	0.264000	0.254130	
1000	0.258000	0.057678	506	0.235178	0.000047	494	0.281377	0.258000	0.254148	
1000	0.315000	0.057678	514	0.303502	0.000047	486	0.327160	0.315000	0.254429	
1000	0.293000	0.057678	500	0.296000	0.000047	500	0.290000	0.293000	0.254607	
1000	0.250000	0.057678	530	0.245283	0.000047	470	0.255319	0.250000	0.254586	
1000	0.273000	0.057678	525	0.270476	0.000047	475	0.275789	0.273000	0.254670	
1000	0.300000	0.057678	500	0.296000	0.000047	500	0.304000	0.300000	0.254876	
1000	0.292000	0.057678	503	0.308151	0.000047	497	0.275654	0.292000	0.255044	
1000	0.289000	0.057678	526	0.306084	0.000047	474	0.270042	0.289000	0.255197	
1000	0.286000	0.057678	507	0.266272	0.000047	493	0.306288	0.286000	0.255335	
1000	0.295000	0.057678	496	0.334677	0.000047	504	0.255952	0.295000	0.255512	
1000	0.269000	0.057678	475	0.286316	0.000047	525	0.253333	0.269000	0.255572	
1000	0.286000	0.057678	485	0.292784	0.000047	515	0.279612	0.286000	0.255707	
1000	0.295000	0.057678	489	0.278119	0.000047	511	0.311155	0.295000	0.255880	
1000	0.296000	0.057678	522	0.310345	0.000047	478	0.280335	0.296000	0.256056	
1000	0.311000	0.057678	512	0.300781	0.000047	488	0.321721	0.311000	0.256296	
1000	0.263000	0.057678	482	0.263485	0.000047	518	0.262548	0.263000	0.256325	
1000	0.292000	0.057678	493	0.296146	0.000047	507	0.287968	0.292000	0.256479	
1000	0.284000	0.057678	524	0.276718	0.000047	476	0.292017	0.284000	0.256598	
1000	0.286000	0.057678	491	0.297352	0.000047	509	0.275049	0.286000	0.256724	
1000	0.298000	0.057678	515	0.308738	0.000047	485	0.286598	0.298000	0.256901	
1000	0.302000	0.057678	492	0.308943	0.000047	508	0.295276	0.302000	0.257093	
1000	0.290000	0.057678	510	0.280392	0.000047	490	0.300000	0.290000	0.257232	
1000	0.267000	0.057678	531	0.310734	0.000047	469	0.217484	0.267000	0.257273	
1000	0.296000	0.057678	494	0.303644	0.000047	506	0.288538	0.296000	0.257436	
1000	0.312000	0.057678	515	0.333981	0.000047	485	0.288660	0.312000	0.257664	
1000	0.300000	0.057678	471	0.284501	0.000047	529	0.313800	0.300000	0.257841	
1000	0.281000	0.057678	480	0.285417	0.000047	520	0.276923	0.281000	0.257937	
1000	0.299000	0.057678	505	0.310891	0.000047	495	0.286869	0.299000	0.258106	
1000	0.292000	0.057678	497	0.289738	0.000047	503	0.294235	0.292000	0.258246	
1000	0.296000	0.057678	501	0.301397	0.000047	499	0.290581	0.296000	0.258401	
1000	0.264000	0.057678	493	0.275862	0.000047	507	0.252465	0.264000	0.258423	
1000	0.272000	0.057678	504	0.257937	0.000047	496	0.286290	0.272000	0.258479	
1000	0.289000	0.057678	524	0.303435	0.000047	476	0.273109	0.289000	0.258602	
1000	0.284000	0.057678	474	0.291139	0.000047	526	0.277567	0.284000	0.258705	
1000	0.303000	0.057678	489	0.310838	0.000047	511	0.295499	0.303000	0.258882	
1000	0.287000	0.057678	490	0.314286	0.000047	510	0.260784	0.287000	0.258995	
1000	0.294000	0.057678	492	0.276423	0.000047	508	0.311024	0.294000	0.259134	
1000	0.280000	0.057678	518	0.295367	0.000047	482	0.263485	0.280000	0.259217	
1000	0.271000	0.057678	505	0.312871	0.000047	495	0.228283	0.271000	0.259264	
1000	0.318000	0.057678	501	0.317365	0.000047	499	0.318637	0.318000	0.259495	
1000	0.271000	0.057678	526	0.279468	0.000047	474	0.261603	0.271000	0.259540	
1000	0.279000	0.057678	503	0.262425	0.000047	497	0.295775	0.279000	0.259616	
1000	0.291000	0.057678	505	0.283168	0.000047	495	0.298990	0.291000	0.259738	
1000	0.275000	0.057678	513	0.300195	0.000047	487	0.248460	0.275000	0.259797	
1000	0.278000	0.057678	502	0.256972	0.000047	498	0.299197	0.278000	0.259868	
1000	0.303000	0.057678	475	0.305263	0.000047	525	0.300952	0.303000	0.260034	
1000	0.260000	0.057678	494	0.285425	0.000047	506	0.235178	0.260000	0.260033	
1000	0.279000	0.057678	484	0.272727	0.000047	516	0.284884	0.279000	0.260106	
1000	0.302000	0.057678	495	0.309091	0.000047	505	0.295050	0.302000	0.260265	
1000	0.293000	0.057678	490	0.314286	0.000047	510	0.272549	0.293000	0.260389	
1000	0.261000	0.057678	490	0.265306	0.000047	510	0.256863	0.261000	0.260391	
1000	0.274000	0.057678	509	0.282908	0.000047	491	0.264766	0.274000	0.260443	
1000	0.318000	0.057678	515	0.312621	0.000047	485	0.323711	0.318000	0.260658	
1000	0.276000	0.057678	507	0.287968	0.000047	493	0.263692	0.276000	0.260715	
1000	0.288000	0.057678	487	0.273101	0.000047	513	0.302144	0.288000	0.260817	
1000	0.298000	0.057678	483	0.262940	0.000047	517	0.330754	0.298000	0.260955	
1000	0.291000	0.057678	500	0.276000	0.000047	500	0.306000	0.291000	0.261065	
1000	0.278000	0.057678	483	0.271222	0.000047	517	0.284333	0.278000	0.261128	
1000	0.307000	0.057678	513	0.311891	0.000047	487	0.301848	0.307000	0.261296	
1000	0.303000	0.057678	474	0.303797	0.000047	526	0.302281	0.303000	0.261448	
1000	0.303000	0.057678	476	0.277311	0.000047	524	0.326336	0.303000	0.261599	
1000	0.319000	0.057678	482	0.325726	0.000047	518	0.312741	0.319000	0.261807	
1000	0.297000	0.057678	475	0.303158	0.000047	525	0.291429	0.297000	0.261934	
1000	0.272000	0.057678	533	0.273921	0.000047	467	0.269807	0.272000	0.261970	
1000	0.298000	0.057678	473	0.304440	0.000047	527	0.292220	0.298000	0.262099	
1000	0.319000	0.057678	473	0.323467	0.000047	527	0.314991	0.319000	0.262303	
1000	0.278000	0.057678	520	0.282692	0.000047	480	0.272917	0.278000	0.262358	
1000	0.296000	0.057678	512	0.289062	0.000047	488	0.303279	0.296000	0.262478	
1000	0.304000	0.057678	494	0.311741	0.000047	506	0.296443	0.304000	0.262625	
1000	0.292000	0.057678	471	0.297240	0.000047	529	0.287335	0.292000	0.262728	
1000	0.283000	0.057678	465	0.305376	0.000047	535	0.263551	0.283000	0.262799	
1000	0.296000	0.057678	459	0.322440	0.000047	541	0.273567	0.296000	0.262915	
1000	0.278000	0.057678	495	0.317172	0.000047	505	0.239604	0.278000	0.262968	
1000	0.280000	0.057678	503	0.272366	0.000047	497	0.287726	0.280000	0.263027	
1000	0.256000	0.057678	497	0.245473	0.000047	503	0.266402	0.256000	0.263003	
1000	0.284000	0.057678	510	0.264706	0.000047	490	0.304082	0.284000	0.263075	
1000	0.309000	0.057678	488	0.340164	0.000047	512	0.279297	0.309000	0.263233	
1000	0.294000	0.057678	490	0.314286	0.000047	510	0.274510	0.294000	0.263338	
1000	0.285000	0.057678	514	0.278210	0.000047	486	0.292181	0.285000	0.263412	
1000	0.304000	0.057678	522	0.293103	0.000047	478	0.315900	0.304000	0.263550	
1000	0.279000	0.057678	508	0.273622	0.000047	492	0.284553	0.279000	0.263602	
1000	0.268000	0.057678	504	0.253968	0.000047	496	0.282258	0.268000	0.263617	
1000	0.282000	0.057678	510	0.284314	0.000047	490	0.279592	0.282000	0.263679	
1000	0.269000	0.057678	511	0.273973	0.000047	489	0.263804	0.269000	0.263697	
1000	0.288000	0.057678	503	0.298211	0.000047	497	0.277666	0.288000	0.263778	
1000	0.309000	0.057678	507	0.301775	0.000047	493	0.316430	0.309000	0.263929	
1000	0.291000	0.057678	506	0.266798	0.000047	494	0.315789	0.291000	0.264019	
1000	0.292000	0.057678	484	0.289256	0.000047	516	0.294574	0.292000	0.264112	
1000	0.278000	0.057678	505	0.285149	0.000047	495	0.270707	0.278000	0.264158	
1000	0.292000	0.057678	513	0.282651	0.000047	487	0.301848	0.292000	0.264249	
1000	0.268000	0.057678	500	0.266000	0.000047	500	0.270000	0.268000	0.264261	
1000	0.309000	0.057678	476	0.336134	0.000047	524	0.284351	0.309000	0.264408	
1000	0.281000	0.057678	458	0.294760	0.000047	542	0.269373	0.281000	0.264462	
1000	0.280000	0.057678	492	0.308943	0.000047	508	0.251969	0.280000	0.264512	
1000	0.264000	0.057678	487	0.273101	0.000047	513	0.255361	0.264000	0.264510	
1000	0.282000	0.057678	501	0.285429	0.000047	499	0.278557	0.282000	0.264567	
1000	0.299000	0.057678	505	0.324752	0.000047	495	0.272727	0.299000	0.264678	
1000	0.281000	0.057678	503	0.316103	0.000047	497	0.245473	0.281000	0.264730	
1000	0.292000	0.057678	509	0.310413	0.000047	491	0.272912	0.292000	0.264817	
1000	0.285000	0.057678	507	0.307692	0.000047	493	0.261663	0.285000	0.264881	
1000	0.284000	0.057678	490	0.306122	0.000047	510	0.262745	0.284000	0.264942	
1000	0.289000	0.057678	470	0.287234	0.000047	530	0.290566	0.289000	0.265018	
1000	0.271000	0.057678	471	0.269639	0.000047	529	0.272212	0.271000	0.265037	
1000	0.301000	0.057678	503	0.320080	0.000047	497	0.281690	0.301000	0.265150	
1000	0.268000	0.057678	494	0.265182	0.000047	506	0.270751	0.268000	0.265159	
1000	0.264000	0.057678	517	0.263056	0.000047	483	0.265010	0.264000	0.265155	
1000	0.289000	0.057678	474	0.251055	0.000047	526	0.323194	0.289000	0.265230	
1000	0.283000	0.057678	508	0.281496	0.000047	492	0.284553	0.283000	0.265285	
1000	0.264000	0.057678	481	0.257796	0.000047	519	0.269750	0.264000	0.265281	
1000	0.288000	0.057678	486	0.263374	0.000047	514	0.311284	0.288000	0.265351	
1000	0.298000	0.057678	523	0.284895	0.000047	477	0.312369	0.298000	0.265451	
1000	0.299000	0.057678	505	0.304950	0.000047	495	0.292929	0.299000	0.265554	
1000	0.295000	0.057678	522	0.316092	0.000047	478	0.271967	0.295000	0.265644	
1000	0.255000	0.057678	505	0.271287	0.000047	495	0.238384	0.255000	0.265612	
1000	0.293000	0.057678	490	0.302041	0.000047	510	0.284314	0.293000	0.265695	
1000	0.291000	0.057678	485	0.292784	0.000047	515	0.289320	0.291000	0.265772	
1000	0.315000	0.057678	483	0.312629	0.000047	517	0.317215	0.315000	0.265921	
1000	0.265000	0.057678	490	0.285714	0.000047	510	0.245098	0.265000	0.265918	
1000	0.302000	0.057678	497	0.305835	0.000047	503	0.298211	0.302000	0.266026	
1000	0.285000	0.057678	517	0.292070	0.000047	483	0.277433	0.285000	0.266083	
1000	0.292000	0.057678	481	0.309771	0.000047	519	0.275530	0.292000	0.266160	
1000	0.276000	0.057678	488	0.325820	0.000047	512	0.228516	0.276000	0.266190	
1000	0.290000	0.057678	481	0.307692	0.000047	519	0.273603	0.290000	0.266260	
1000	0.275000	0.057678	475	0.294737	0.000047	525	0.257143	0.275000	0.266286	
1000	0.272000	0.057678	515	0.283495	0.000047	485	0.259794	0.272000	0.266303	
1000	0.289000	0.057678	502	0.320717	0.000047	498	0.257028	0.289000	0.266370	
1000	0.270000	0.057678	500	0.288000	0.000047	500	0.252000	0.270000	0.266380	
1000	0.302000	0.057678	513	0.302144	0.000047	487	0.301848	0.302000	0.266485	
1000	0.271000	0.057678	516	0.294574	0.000047	484	0.245868	0.271000	0.266498	
1000	0.282000	0.057678	486	0.271605	0.000047	514	0.291829	0.282000	0.266543	
1000	0.285000	0.057678	513	0.296296	0.000047	487	0.273101	0.285000	0.266596	
1000	0.280000	0.057678	510	0.292157	0.000047	490	0.267347	0.280000	0.266635	
1000	0.287000	0.057678	493	0.290061	0.000047	507	0.284024	0.287000	0.266694	
1000	0.285000	0.057678	482	0.294606	0.000047	518	0.276062	0.285000	0.266746	
1000	0.271000	0.057678	497	0.245473	0.000047	503	0.296223	0.271000	0.266759	
1000	0.259000	0.057678	516	0.269380	0.000047	484	0.247934	0.259000	0.266736	
1000	0.259000	0.057678	505	0.257426	0.000047	495	0.260606	0.259000	0.266714	
1000	0.280000	0.057678	515	0.279612	0.000047	485	0.280412	0.280000	0.266752	
1000	0.253000	0.057678	495	0.260606	0.000047	505	0.245545	0.253000	0.266713	
1000	0.289000	0.057678	511	0.283757	0.000047	489	0.294479	0.289000	0.266776	
1000	0.257000	0.057678	495	0.256566	0.000047	505	0.257426	0.257000	0.266749	
1000	0.279000	0.057678	481	0.274428	0.000047	519	0.283237	0.279000	0.266783	
1000	0.291000	0.057678	502	0.286853	0.000047	498	0.295181	0.291000	0.266851	
1000	0.277000	0.057678	502	0.306773	0.000047	498	0.246988	0.277000	0.266879	
1000	0.293000	0.057678	504	0.315476	0.000047	496	0.270161	0.293000	0.266952	
1000	0.278000	0.057678	534	0.279026	0.000047	466	0.276824	0.278000	0.266983	
1000	0.251000	0.057678	481	0.249480	0.000047	519	0.252408	0.251000	0.266938	
1000	0.283000	0.057678	518	0.289575	0.000047	482	0.275934	0.283000	0.266983	
1000	0.292000	0.057678	512	0.281250	0.000047	488	0.303279	0.292000	0.267052	
1000	0.296000	0.057678	487	0.301848	0.000047	513	0.290448	0.296000	0.267131	
1000	0.319000	0.057678	500	0.310000	0.000047	500	0.328000	0.319000	0.267273	
