Rate	100.00
Rate Tried	% Accepted	Alpha Trait 1 - Dev	Alpha Trait 1 - Tried	Alpha Trait 1 - Accepted	Alpha Trait 2 - Dev	Alpha Trait 2 - Tried	Alpha Trait 2 - Accepted	Sample Ave Acceptance	Total Ave Acceptance	
1000	0.319000	0.050093	522	0.367816	0.000052	478	0.265690	0.319000	0.148625	
1000	0.307000	0.050093	521	0.324376	0.000052	479	0.288100	0.307000	0.151670	
1000	0.291000	0.050093	458	0.366812	0.000052	542	0.226937	0.291000	0.154299	
1000	0.314000	0.050093	532	0.340226	0.000052	468	0.284188	0.314000	0.157256	
1000	0.282000	0.050093	494	0.325911	0.000052	506	0.239130	0.282000	0.159524	
1000	0.283000	0.050093	494	0.319838	0.000052	506	0.247036	0.283000	0.161729	
1000	0.266000	0.050093	471	0.297240	0.000052	529	0.238185	0.266000	0.163559	
1000	0.298000	0.050093	498	0.321285	0.000052	502	0.274900	0.298000	0.165876	
1000	0.282000	0.050093	500	0.326000	0.000052	500	0.238000	0.282000	0.167845	
1000	0.295000	0.050093	457	0.306346	0.000052	543	0.285451	0.295000	0.169964	
1000	0.280000	0.050093	506	0.318182	0.000052	494	0.240891	0.280000	0.171768	
1000	0.303000	0.050093	514	0.344358	0.000052	486	0.259259	0.303000	0.173884	
1000	0.304000	0.050093	502	0.342629	0.000052	498	0.265060	0.304000	0.175950	
1000	0.288000	0.050093	500	0.328000	0.000052	500	0.248000	0.288000	0.177700	
1000	0.301000	0.050093	515	0.357282	0.000052	485	0.241237	0.301000	0.179597	
1000	0.301000	0.050093	494	0.346154	0.000052	506	0.256917	0.301000	0.181437	
1000	0.295000	0.050093	519	0.337187	0.000052	481	0.249480	0.295000	0.183132	
1000	0.311000	0.050093	494	0.352227	0.000052	506	0.270751	0.311000	0.185012	
1000	0.258000	0.050093	496	0.278226	0.000052	504	0.238095	0.258000	0.186070	
1000	0.277000	0.050093	487	0.314168	0.000052	513	0.241715	0.277000	0.187369	
1000	0.252000	0.050093	468	0.294872	0.000052	532	0.214286	0.252000	0.188279	
1000	0.292000	0.050093	472	0.332627	0.000052	528	0.255682	0.292000	0.189720	
1000	0.263000	0.050093	505	0.295050	0.000052	495	0.230303	0.263000	0.190723	
1000	0.293000	0.050093	472	0.302966	0.000052	528	0.284091	0.293000	0.192106	
1000	0.278000	0.050093	471	0.301486	0.000052	529	0.257089	0.278000	0.193251	
1000	0.318000	0.050093	508	0.399606	0.000052	492	0.233740	0.318000	0.194892	
1000	0.316000	0.050093	481	0.355509	0.000052	519	0.279383	0.316000	0.196465	
1000	0.260000	0.050093	520	0.307692	0.000052	480	0.208333	0.260000	0.197280	
1000	0.291000	0.050093	535	0.328972	0.000052	465	0.247312	0.291000	0.198466	
1000	0.281000	0.050093	516	0.335271	0.000052	484	0.223140	0.281000	0.199498	
1000	0.287000	0.050093	497	0.323944	0.000052	503	0.250497	0.287000	0.200578	
1000	0.305000	0.050093	495	0.355556	0.000052	505	0.255446	0.305000	0.201851	
