Rate	100.00
Rate Tried	% Accepted	Alpha Trait 1 - Dev	Alpha Trait 1 - Tried	Alpha Trait 1 - Accepted	Alpha Trait 2 - Dev	Alpha Trait 2 - Tried	Alpha Trait 2 - Accepted	Sample Ave Acceptance	Total Ave Acceptance	
1000	0.270000	0.125771	503	0.250497	0.000027	497	0.289738	0.270000	0.202479	
1000	0.262000	0.125771	504	0.265873	0.000027	496	0.258065	0.262000	0.203205	
1000	0.248000	0.125771	503	0.248509	0.000027	497	0.247485	0.248000	0.203745	
1000	0.244000	0.125771	483	0.256729	0.000027	517	0.232108	0.244000	0.204224	
1000	0.280000	0.125771	477	0.293501	0.000027	523	0.267686	0.280000	0.205115	
1000	0.269000	0.125771	509	0.294695	0.000027	491	0.242363	0.269000	0.205858	
1000	0.231000	0.125771	490	0.232653	0.000027	510	0.229412	0.231000	0.206147	
1000	0.248000	0.125771	468	0.250000	0.000027	532	0.246241	0.248000	0.206623	
1000	0.266000	0.125771	481	0.259875	0.000027	519	0.271676	0.266000	0.207290	
1000	0.248000	0.125771	520	0.236538	0.000027	480	0.260417	0.248000	0.207742	
1000	0.259000	0.125771	521	0.289827	0.000027	479	0.225470	0.259000	0.208305	
1000	0.276000	0.125771	517	0.270793	0.000027	483	0.281573	0.276000	0.209041	
1000	0.258000	0.125771	484	0.252066	0.000027	516	0.263566	0.258000	0.209568	
1000	0.266000	0.125771	471	0.261146	0.000027	529	0.270321	0.266000	0.210168	
1000	0.255000	0.125771	508	0.234252	0.000027	492	0.276423	0.255000	0.210640	
1000	0.268000	0.125771	491	0.226069	0.000027	509	0.308448	0.268000	0.211237	
1000	0.249000	0.125771	488	0.241803	0.000027	512	0.255859	0.249000	0.211627	
1000	0.278000	0.125771	501	0.271457	0.000027	499	0.284569	0.278000	0.212304	
1000	0.282000	0.125771	517	0.280464	0.000027	483	0.283644	0.282000	0.213008	
1000	0.265000	0.125771	521	0.257198	0.000027	479	0.273486	0.265000	0.213528	
1000	0.263000	0.125771	468	0.275641	0.000027	532	0.251880	0.263000	0.214018	
1000	0.267000	0.125771	472	0.260593	0.000027	528	0.272727	0.267000	0.214537	
1000	0.302000	0.125771	510	0.300000	0.000027	490	0.304082	0.302000	0.215386	
1000	0.245000	0.125771	499	0.240481	0.000027	501	0.249501	0.245000	0.215671	
1000	0.248000	0.125771	506	0.243083	0.000027	494	0.253036	0.248000	0.215979	
1000	0.260000	0.125771	505	0.273267	0.000027	495	0.246465	0.260000	0.216394	
1000	0.255000	0.125771	498	0.251004	0.000027	502	0.258964	0.255000	0.216755	
1000	0.254000	0.125771	507	0.248521	0.000027	493	0.259635	0.254000	0.217100	
1000	0.265000	0.125771	519	0.246628	0.000027	481	0.284823	0.265000	0.217539	
1000	0.282000	0.125771	496	0.308468	0.000027	504	0.255952	0.282000	0.218125	
1000	0.275000	0.125771	503	0.270378	0.000027	497	0.279678	0.275000	0.218638	
1000	0.276000	0.125771	517	0.255319	0.000027	483	0.298137	0.276000	0.219150	
1000	0.245000	0.125771	528	0.242424	0.000027	472	0.247881	0.245000	0.219379	
1000	0.284000	0.125771	501	0.271457	0.000027	499	0.296593	0.284000	0.219945	
1000	0.276000	0.125771	461	0.266811	0.000027	539	0.283859	0.276000	0.220433	
1000	0.242000	0.125771	505	0.257426	0.000027	495	0.226263	0.242000	0.220619	
1000	0.260000	0.125771	519	0.248555	0.000027	481	0.272349	0.260000	0.220955	
1000	0.275000	0.125771	529	0.279773	0.000027	471	0.269639	0.275000	0.221413	
1000	0.250000	0.125771	488	0.213115	0.000027	512	0.285156	0.250000	0.221654	
1000	0.282000	0.125771	499	0.294589	0.000027	501	0.269461	0.282000	0.222156	
1000	0.250000	0.125771	501	0.237525	0.000027	499	0.262525	0.250000	0.222387	
1000	0.234000	0.125771	516	0.232558	0.000027	484	0.235537	0.234000	0.222482	
1000	0.252000	0.125771	510	0.274510	0.000027	490	0.228571	0.252000	0.222722	
1000	0.256000	0.125771	476	0.264706	0.000027	524	0.248092	0.256000	0.222990	
1000	0.304000	0.125771	486	0.290123	0.000027	514	0.317121	0.304000	0.223638	
1000	0.259000	0.125771	502	0.270916	0.000027	498	0.246988	0.259000	0.223919	
1000	0.257000	0.125771	491	0.256619	0.000027	509	0.257367	0.257000	0.224179	
1000	0.245000	0.125771	485	0.222680	0.000027	515	0.266019	0.245000	0.224342	
1000	0.259000	0.125771	497	0.259557	0.000027	503	0.258449	0.259000	0.224611	
1000	0.246000	0.125771	510	0.247059	0.000027	490	0.244898	0.246000	0.224775	
1000	0.255000	0.125771	519	0.233141	0.000027	481	0.278586	0.255000	0.225006	
1000	0.272000	0.125771	510	0.288235	0.000027	490	0.255102	0.272000	0.225362	
1000	0.275000	0.125771	474	0.255274	0.000027	526	0.292776	0.275000	0.225735	
1000	0.245000	0.125771	486	0.236626	0.000027	514	0.252918	0.245000	0.225879	
1000	0.274000	0.125771	496	0.262097	0.000027	504	0.285714	0.274000	0.226235	
1000	0.251000	0.125771	503	0.246521	0.000027	497	0.255533	0.251000	0.226417	
1000	0.233000	0.125771	485	0.224742	0.000027	515	0.240777	0.233000	0.226466	
1000	0.279000	0.125771	504	0.303571	0.000027	496	0.254032	0.279000	0.226846	
1000	0.269000	0.125771	505	0.243564	0.000027	495	0.294949	0.269000	0.227149	
1000	0.275000	0.125771	506	0.274704	0.000027	494	0.275304	0.275000	0.227491	
1000	0.276000	0.125771	490	0.261224	0.000027	510	0.290196	0.276000	0.227835	
1000	0.263000	0.125771	506	0.245059	0.000027	494	0.281377	0.263000	0.228083	
1000	0.290000	0.125771	477	0.301887	0.000027	523	0.279159	0.290000	0.228516	
1000	0.267000	0.125771	452	0.250000	0.000027	548	0.281022	0.267000	0.228783	
1000	0.286000	0.125771	513	0.272904	0.000027	487	0.299795	0.286000	0.229178	
1000	0.267000	0.125771	491	0.248473	0.000027	509	0.284872	0.267000	0.229437	
1000	0.233000	0.125771	492	0.229675	0.000027	508	0.236220	0.233000	0.229461	
1000	0.254000	0.125771	500	0.260000	0.000027	500	0.248000	0.254000	0.229627	
1000	0.280000	0.125771	534	0.277154	0.000027	466	0.283262	0.280000	0.229965	
1000	0.249000	0.125771	536	0.257463	0.000027	464	0.239224	0.249000	0.230092	
1000	0.262000	0.125771	509	0.255403	0.000027	491	0.268839	0.262000	0.230303	
1000	0.251000	0.125771	523	0.217973	0.000027	477	0.287212	0.251000	0.230439	
1000	0.296000	0.125771	490	0.295918	0.000027	510	0.296078	0.296000	0.230868	
1000	0.280000	0.125771	513	0.259259	0.000027	487	0.301848	0.280000	0.231187	
1000	0.257000	0.125771	489	0.255624	0.000027	511	0.258317	0.257000	0.231353	
1000	0.249000	0.125771	506	0.243083	0.000027	494	0.255061	0.249000	0.231466	
1000	0.248000	0.125771	478	0.251046	0.000027	522	0.245211	0.248000	0.231572	
1000	0.252000	0.125771	508	0.240157	0.000027	492	0.264228	0.252000	0.231701	
1000	0.249000	0.125771	498	0.255020	0.000027	502	0.243028	0.249000	0.231810	
1000	0.250000	0.125771	452	0.236726	0.000027	548	0.260949	0.250000	0.231924	
1000	0.277000	0.125771	503	0.282306	0.000027	497	0.271630	0.277000	0.232204	
1000	0.257000	0.125771	476	0.256303	0.000027	524	0.257634	0.257000	0.232357	
1000	0.249000	0.125771	485	0.261856	0.000027	515	0.236893	0.249000	0.232459	
1000	0.253000	0.125771	495	0.242424	0.000027	505	0.263366	0.253000	0.232584	
1000	0.301000	0.125771	511	0.289628	0.000027	489	0.312883	0.301000	0.232999	
1000	0.258000	0.125771	477	0.259958	0.000027	523	0.256214	0.258000	0.233149	
1000	0.259000	0.125771	528	0.285985	0.000027	472	0.228814	0.259000	0.233304	
1000	0.247000	0.125771	526	0.245247	0.000027	474	0.248945	0.247000	0.233386	
1000	0.257000	0.125771	506	0.272727	0.000027	494	0.240891	0.257000	0.233525	
1000	0.251000	0.125771	498	0.248996	0.000027	502	0.252988	0.251000	0.233628	
1000	0.257000	0.125771	525	0.240000	0.000027	475	0.275789	0.257000	0.233765	
1000	0.275000	0.125771	514	0.274319	0.000027	486	0.275720	0.275000	0.234004	
1000	0.227000	0.125771	500	0.236000	0.000027	500	0.218000	0.227000	0.233964	
1000	0.248000	0.125771	493	0.257606	0.000027	507	0.238659	0.248000	0.234045	
1000	0.275000	0.125771	513	0.251462	0.000027	487	0.299795	0.275000	0.234279	
1000	0.252000	0.125771	515	0.256311	0.000027	485	0.247423	0.252000	0.234379	
1000	0.274000	0.125771	524	0.250000	0.000027	476	0.300420	0.274000	0.234603	
1000	0.273000	0.125771	494	0.301619	0.000027	506	0.245059	0.273000	0.234819	
1000	0.273000	0.125771	492	0.282520	0.000027	508	0.263780	0.273000	0.235032	
1000	0.257000	0.125771	491	0.276986	0.000027	509	0.237721	0.257000	0.235154	
1000	0.251000	0.125771	502	0.254980	0.000027	498	0.246988	0.251000	0.235242	
1000	0.268000	0.125771	497	0.263581	0.000027	503	0.272366	0.268000	0.235422	
1000	0.276000	0.125771	466	0.289700	0.000027	534	0.264045	0.276000	0.235644	
1000	0.282000	0.125771	490	0.253061	0.000027	510	0.309804	0.282000	0.235895	
1000	0.237000	0.125771	522	0.218391	0.000027	478	0.257322	0.237000	0.235901	
1000	0.266000	0.125771	495	0.262626	0.000027	505	0.269307	0.266000	0.236063	
1000	0.272000	0.125771	511	0.289628	0.000027	489	0.253579	0.272000	0.236255	
1000	0.280000	0.125771	492	0.268293	0.000027	508	0.291339	0.280000	0.236488	
1000	0.276000	0.125771	520	0.240385	0.000027	480	0.314583	0.276000	0.236697	
1000	0.276000	0.125771	506	0.258893	0.000027	494	0.293522	0.276000	0.236904	
1000	0.284000	0.125771	523	0.282983	0.000027	477	0.285115	0.284000	0.237151	
1000	0.266000	0.125771	503	0.266402	0.000027	497	0.265594	0.266000	0.237301	
1000	0.263000	0.125771	488	0.274590	0.000027	512	0.251953	0.263000	0.237434	
1000	0.299000	0.125771	497	0.315895	0.000027	503	0.282306	0.299000	0.237751	
1000	0.296000	0.125771	506	0.316206	0.000027	494	0.275304	0.296000	0.238050	
1000	0.290000	0.125771	500	0.306000	0.000027	500	0.274000	0.290000	0.238315	
1000	0.262000	0.125771	483	0.252588	0.000027	517	0.270793	0.262000	0.238435	
1000	0.309000	0.125771	537	0.275605	0.000027	463	0.347732	0.309000	0.238792	
1000	0.276000	0.125771	492	0.252033	0.000027	508	0.299213	0.276000	0.238979	
1000	0.277000	0.125771	496	0.288306	0.000027	504	0.265873	0.277000	0.239169	
1000	0.265000	0.125771	516	0.273256	0.000027	484	0.256198	0.265000	0.239297	
1000	0.267000	0.125771	492	0.264228	0.000027	508	0.269685	0.267000	0.239434	
1000	0.246000	0.125771	500	0.250000	0.000027	500	0.242000	0.246000	0.239467	
1000	0.270000	0.125771	497	0.255533	0.000027	503	0.284294	0.270000	0.239616	
1000	0.249000	0.125771	507	0.244576	0.000027	493	0.253550	0.249000	0.239662	
1000	0.270000	0.125771	495	0.276768	0.000027	505	0.263366	0.270000	0.239810	
1000	0.287000	0.125771	497	0.279678	0.000027	503	0.294235	0.287000	0.240037	
1000	0.268000	0.125771	481	0.251559	0.000027	519	0.283237	0.268000	0.240172	
1000	0.271000	0.125771	520	0.271154	0.000027	480	0.270833	0.271000	0.240319	
1000	0.272000	0.125771	518	0.252896	0.000027	482	0.292531	0.272000	0.240470	
1000	0.241000	0.125771	485	0.241237	0.000027	515	0.240777	0.241000	0.240473	
1000	0.280000	0.125771	497	0.263581	0.000027	503	0.296223	0.280000	0.240659	
1000	0.269000	0.125771	482	0.259336	0.000027	518	0.277992	0.269000	0.240792	
1000	0.247000	0.125771	474	0.223629	0.000027	526	0.268061	0.247000	0.240821	
1000	0.273000	0.125771	491	0.266802	0.000027	509	0.278978	0.273000	0.240971	
1000	0.278000	0.125771	511	0.268102	0.000027	489	0.288344	0.278000	0.241142	
1000	0.279000	0.125771	531	0.299435	0.000027	469	0.255864	0.279000	0.241317	
1000	0.262000	0.125771	489	0.278119	0.000027	511	0.246575	0.262000	0.241412	
1000	0.287000	0.125771	481	0.274428	0.000027	519	0.298651	0.287000	0.241620	
1000	0.246000	0.125771	528	0.208333	0.000027	472	0.288136	0.246000	0.241640	
1000	0.251000	0.125771	506	0.272727	0.000027	494	0.228745	0.251000	0.241682	
1000	0.262000	0.125771	484	0.254132	0.000027	516	0.269380	0.262000	0.241774	
1000	0.264000	0.125771	520	0.267308	0.000027	480	0.260417	0.264000	0.241873	
1000	0.257000	0.125771	507	0.246548	0.000027	493	0.267748	0.257000	0.241941	
1000	0.245000	0.125771	505	0.221782	0.000027	495	0.268687	0.245000	0.241954	
1000	0.243000	0.125771	485	0.253608	0.000027	515	0.233010	0.243000	0.241959	
1000	0.270000	0.125771	497	0.263581	0.000027	503	0.276342	0.270000	0.242083	
1000	0.261000	0.125771	456	0.247807	0.000027	544	0.272059	0.261000	0.242166	
1000	0.273000	0.125771	500	0.270000	0.000027	500	0.276000	0.273000	0.242300	
1000	0.271000	0.125771	510	0.300000	0.000027	490	0.240816	0.271000	0.242425	
1000	0.258000	0.125771	473	0.274841	0.000027	527	0.242884	0.258000	0.242492	
1000	0.237000	0.125771	487	0.213552	0.000027	513	0.259259	0.237000	0.242469	
1000	0.272000	0.125771	495	0.258586	0.000027	505	0.285149	0.272000	0.242596	
1000	0.281000	0.125771	514	0.301556	0.000027	486	0.259259	0.281000	0.242760	
1000	0.263000	0.125771	532	0.278195	0.000027	468	0.245726	0.263000	0.242846	
1000	0.240000	0.125771	511	0.236791	0.000027	489	0.243354	0.240000	0.242834	
1000	0.264000	0.125771	519	0.262042	0.000027	481	0.266112	0.264000	0.242923	
1000	0.275000	0.125771	524	0.282443	0.000027	476	0.266807	0.275000	0.243058	
1000	0.253000	0.125771	465	0.238710	0.000027	535	0.265421	0.253000	0.243099	
1000	0.243000	0.125771	510	0.239216	0.000027	490	0.246939	0.243000	0.243099	
1000	0.259000	0.125771	516	0.250000	0.000027	484	0.268595	0.259000	0.243165	
1000	0.246000	0.125771	504	0.257937	0.000027	496	0.233871	0.246000	0.243177	
1000	0.255000	0.125771	478	0.236402	0.000027	522	0.272031	0.255000	0.243225	
1000	0.256000	0.125771	491	0.234216	0.000027	509	0.277014	0.256000	0.243278	
1000	0.291000	0.125771	486	0.304527	0.000027	514	0.278210	0.291000	0.243472	
1000	0.249000	0.125771	477	0.253669	0.000027	523	0.244742	0.249000	0.243495	
1000	0.283000	0.125771	493	0.281947	0.000027	507	0.284024	0.283000	0.243655	
1000	0.265000	0.125771	511	0.272016	0.000027	489	0.257669	0.265000	0.243741	
1000	0.241000	0.125771	468	0.250000	0.000027	532	0.233083	0.241000	0.243730	
1000	0.279000	0.125771	506	0.250988	0.000027	494	0.307692	0.279000	0.243871	
1000	0.271000	0.125771	505	0.261386	0.000027	495	0.280808	0.271000	0.243979	
1000	0.286000	0.125771	504	0.269841	0.000027	496	0.302419	0.286000	0.244146	
1000	0.244000	0.125771	494	0.234818	0.000027	506	0.252964	0.244000	0.244145	
1000	0.278000	0.125771	518	0.279923	0.000027	482	0.275934	0.278000	0.244279	
1000	0.245000	0.125771	527	0.263757	0.000027	473	0.224101	0.245000	0.244281	
1000	0.254000	0.125771	503	0.266402	0.000027	497	0.241449	0.254000	0.244319	
1000	0.268000	0.125771	496	0.237903	0.000027	504	0.297619	0.268000	0.244412	
1000	0.262000	0.125771	509	0.265226	0.000027	491	0.258656	0.262000	0.244480	
1000	0.336000	0.125771	498	0.317269	0.000027	502	0.354582	0.336000	0.244833	
1000	0.260000	0.125771	514	0.260700	0.000027	486	0.259259	0.260000	0.244891	
1000	0.290000	0.125771	506	0.310277	0.000027	494	0.269231	0.290000	0.245064	
1000	0.270000	0.125771	484	0.268595	0.000027	516	0.271318	0.270000	0.245159	
1000	0.249000	0.125771	486	0.242798	0.000027	514	0.254864	0.249000	0.245174	
1000	0.283000	0.125771	531	0.258004	0.000027	469	0.311301	0.283000	0.245317	
1000	0.263000	0.125771	479	0.240084	0.000027	521	0.284069	0.263000	0.245384	
1000	0.262000	0.125771	500	0.244000	0.000027	500	0.280000	0.262000	0.245446	
1000	0.275000	0.125771	504	0.238095	0.000027	496	0.312500	0.275000	0.245557	
1000	0.263000	0.125771	477	0.251572	0.000027	523	0.273423	0.263000	0.245622	
1000	0.255000	0.125771	500	0.256000	0.000027	500	0.254000	0.255000	0.245657	
1000	0.265000	0.125771	483	0.273292	0.000027	517	0.257253	0.265000	0.245729	
1000	0.244000	0.125771	472	0.239407	0.000027	528	0.248106	0.244000	0.245722	
1000	0.297000	0.125771	497	0.321932	0.000027	503	0.272366	0.297000	0.245911	
1000	0.255000	0.125771	482	0.280083	0.000027	518	0.231660	0.255000	0.245944	
1000	0.258000	0.125771	486	0.263374	0.000027	514	0.252918	0.258000	0.245988	
1000	0.262000	0.125771	495	0.280808	0.000027	505	0.243564	0.262000	0.246046	
1000	0.251000	0.125771	510	0.223529	0.000027	490	0.279592	0.251000	0.246064	
1000	0.264000	0.125771	487	0.271047	0.000027	513	0.257310	0.264000	0.246129	
1000	0.276000	0.125771	525	0.268571	0.000027	475	0.284211	0.276000	0.246237	
1000	0.245000	0.125771	525	0.230476	0.000027	475	0.261053	0.245000	0.246232	
1000	0.267000	0.125771	516	0.253876	0.000027	484	0.280992	0.267000	0.246306	
1000	0.272000	0.125771	500	0.238000	0.000027	500	0.306000	0.272000	0.246398	
1000	0.228000	0.125771	492	0.223577	0.000027	508	0.232283	0.228000	0.246332	
1000	0.260000	0.125771	514	0.243191	0.000027	486	0.277778	0.260000	0.246381	
1000	0.254000	0.125771	526	0.268061	0.000027	474	0.238397	0.254000	0.246408	
1000	0.265000	0.125771	513	0.249513	0.000027	487	0.281314	0.265000	0.246473	
1000	0.279000	0.125771	522	0.298851	0.000027	478	0.257322	0.279000	0.246587	
1000	0.252000	0.125771	513	0.247563	0.000027	487	0.256674	0.252000	0.246605	
1000	0.252000	0.125771	525	0.259048	0.000027	475	0.244211	0.252000	0.246624	
1000	0.274000	0.125771	491	0.264766	0.000027	509	0.282908	0.274000	0.246719	
1000	0.274000	0.125771	542	0.265683	0.000027	458	0.283843	0.274000	0.246813	
1000	0.240000	0.125771	481	0.249480	0.000027	519	0.231214	0.240000	0.246790	
1000	0.272000	0.125771	462	0.281385	0.000027	538	0.263941	0.272000	0.246876	
1000	0.283000	0.125771	505	0.283168	0.000027	495	0.282828	0.283000	0.246999	
1000	0.254000	0.125771	531	0.235405	0.000027	469	0.275053	0.254000	0.247023	
1000	0.249000	0.125771	498	0.238956	0.000027	502	0.258964	0.249000	0.247030	
1000	0.261000	0.125771	490	0.238776	0.000027	510	0.282353	0.261000	0.247077	
1000	0.252000	0.125771	483	0.248447	0.000027	517	0.255319	0.252000	0.247093	
1000	0.274000	0.125771	517	0.270793	0.000027	483	0.277433	0.274000	0.247184	
1000	0.257000	0.125771	506	0.270751	0.000027	494	0.242915	0.257000	0.247217	
1000	0.297000	0.125771	499	0.280561	0.000027	501	0.313373	0.297000	0.247383	
1000	0.281000	0.125771	471	0.286624	0.000027	529	0.275992	0.281000	0.247494	
1000	0.251000	0.125771	494	0.255061	0.000027	506	0.247036	0.251000	0.247506	
1000	0.253000	0.125771	506	0.227273	0.000027	494	0.279352	0.253000	0.247524	
1000	0.270000	0.125771	484	0.252066	0.000027	516	0.286822	0.270000	0.247598	
1000	0.288000	0.125771	524	0.265267	0.000027	476	0.313025	0.288000	0.247730	
1000	0.276000	0.125771	500	0.274000	0.000027	500	0.278000	0.276000	0.247823	
1000	0.247000	0.125771	513	0.239766	0.000027	487	0.254620	0.247000	0.247820	
1000	0.262000	0.125771	501	0.265469	0.000027	499	0.258517	0.262000	0.247866	
1000	0.268000	0.125771	511	0.256360	0.000027	489	0.280164	0.268000	0.247931	
1000	0.264000	0.125771	488	0.262295	0.000027	512	0.265625	0.264000	0.247983	
1000	0.249000	0.125771	463	0.257019	0.000027	537	0.242086	0.249000	0.247986	
1000	0.258000	0.125771	477	0.266247	0.000027	523	0.250478	0.258000	0.248018	
1000	0.252000	0.125771	492	0.258130	0.000027	508	0.246063	0.252000	0.248031	
1000	0.281000	0.125771	485	0.274227	0.000027	515	0.287379	0.281000	0.248136	
1000	0.263000	0.125771	499	0.256513	0.000027	501	0.269461	0.263000	0.248183	
1000	0.271000	0.125771	497	0.291751	0.000027	503	0.250497	0.271000	0.248256	
1000	0.263000	0.125771	497	0.269618	0.000027	503	0.256461	0.263000	0.248302	
1000	0.238000	0.125771	507	0.258383	0.000027	493	0.217039	0.238000	0.248270	
1000	0.253000	0.125771	508	0.230315	0.000027	492	0.276423	0.253000	0.248284	
1000	0.248000	0.125771	500	0.258000	0.000027	500	0.238000	0.248000	0.248284	
1000	0.290000	0.125771	518	0.312741	0.000027	482	0.265560	0.290000	0.248414	
1000	0.262000	0.125771	501	0.259481	0.000027	499	0.264529	0.262000	0.248456	
1000	0.294000	0.125771	492	0.290650	0.000027	508	0.297244	0.294000	0.248597	
1000	0.265000	0.125771	490	0.230612	0.000027	510	0.298039	0.265000	0.248647	
1000	0.264000	0.125771	482	0.257261	0.000027	518	0.270270	0.264000	0.248695	
1000	0.262000	0.125771	501	0.277445	0.000027	499	0.246493	0.262000	0.248735	
1000	0.250000	0.125771	527	0.263757	0.000027	473	0.234672	0.250000	0.248739	
1000	0.295000	0.125771	491	0.283096	0.000027	509	0.306483	0.295000	0.248880	
1000	0.270000	0.125771	499	0.292585	0.000027	501	0.247505	0.270000	0.248945	
1000	0.266000	0.125771	474	0.227848	0.000027	526	0.300380	0.266000	0.248996	
1000	0.259000	0.125771	518	0.243243	0.000027	482	0.275934	0.259000	0.249026	
1000	0.250000	0.125771	523	0.242830	0.000027	477	0.257862	0.250000	0.249029	
1000	0.266000	0.125771	511	0.266145	0.000027	489	0.265849	0.266000	0.249080	
1000	0.270000	0.125771	504	0.255952	0.000027	496	0.284274	0.270000	0.249143	
1000	0.285000	0.125771	528	0.278409	0.000027	472	0.292373	0.285000	0.249250	
1000	0.285000	0.125771	456	0.293860	0.000027	544	0.277574	0.285000	0.249356	
1000	0.276000	0.125771	515	0.281553	0.000027	485	0.270103	0.276000	0.249435	
1000	0.260000	0.125771	524	0.248092	0.000027	476	0.273109	0.260000	0.249467	
1000	0.270000	0.125771	509	0.294695	0.000027	491	0.244399	0.270000	0.249527	
1000	0.287000	0.125771	501	0.273453	0.000027	499	0.300601	0.287000	0.249638	
1000	0.264000	0.125771	500	0.306000	0.000027	500	0.222000	0.264000	0.249680	
1000	0.284000	0.125771	495	0.244444	0.000027	505	0.322772	0.284000	0.249780	
1000	0.276000	0.125771	496	0.272177	0.000027	504	0.279762	0.276000	0.249856	
1000	0.269000	0.125771	493	0.255578	0.000027	507	0.282051	0.269000	0.249912	
1000	0.294000	0.125771	491	0.279022	0.000027	509	0.308448	0.294000	0.250040	
1000	0.249000	0.125771	507	0.256410	0.000027	493	0.241379	0.249000	0.250037	
1000	0.248000	0.125771	521	0.270633	0.000027	479	0.223382	0.248000	0.250031	
1000	0.240000	0.125771	479	0.242171	0.000027	521	0.238004	0.240000	0.250002	
1000	0.276000	0.125771	508	0.293307	0.000027	492	0.258130	0.276000	0.250077	
1000	0.286000	0.125771	476	0.287815	0.000027	524	0.284351	0.286000	0.250179	
1000	0.244000	0.125771	490	0.230612	0.000027	510	0.256863	0.244000	0.250162	
1000	0.234000	0.125771	515	0.196117	0.000027	485	0.274227	0.234000	0.250116	
1000	0.290000	0.109735	481	0.311850	0.000027	519	0.269750	0.290000	0.250229	
1000	0.306000	0.109735	513	0.313840	0.000027	487	0.297741	0.306000	0.250386	
1000	0.285000	0.109735	534	0.295880	0.000027	466	0.272532	0.285000	0.250484	
1000	0.304000	0.109735	496	0.300403	0.000027	504	0.307540	0.304000	0.250634	
1000	0.306000	0.109735	496	0.336694	0.000027	504	0.275794	0.306000	0.250789	
1000	0.255000	0.109735	484	0.289256	0.000027	516	0.222868	0.255000	0.250801	
1000	0.281000	0.109735	495	0.311111	0.000027	505	0.251485	0.281000	0.250885	
1000	0.306000	0.109735	504	0.317460	0.000027	496	0.294355	0.306000	0.251038	
1000	0.278000	0.109735	540	0.298148	0.000027	460	0.254348	0.278000	0.251113	
1000	0.296000	0.109735	508	0.334646	0.000027	492	0.256098	0.296000	0.251237	
1000	0.290000	0.109735	496	0.340726	0.000027	504	0.240079	0.290000	0.251344	
1000	0.274000	0.109735	508	0.283465	0.000027	492	0.264228	0.274000	0.251406	
1000	0.271000	0.109735	521	0.289827	0.000027	479	0.250522	0.271000	0.251460	
1000	0.280000	0.109735	494	0.303644	0.000027	506	0.256917	0.280000	0.251538	
1000	0.278000	0.109735	488	0.274590	0.000027	512	0.281250	0.278000	0.251610	
1000	0.285000	0.109735	521	0.287908	0.000027	479	0.281837	0.285000	0.251700	
1000	0.252000	0.109735	508	0.232283	0.000027	492	0.272358	0.252000	0.251701	
