Rate	100.00
Rate Tried	% Accepted	Rates - Dev	Rates - Tried	Rates - Accepted	Sample Ave Acceptance	Total Ave Acceptance	
1000	0.272000	0.983538	1000	0.272000	0.272000	0.304819	
1000	0.313000	0.983538	1000	0.313000	0.313000	0.304921	
1000	0.322000	0.983538	1000	0.322000	0.322000	0.305132	
1000	0.352000	0.983538	1000	0.352000	0.352000	0.305704	
1000	0.346000	0.983538	1000	0.346000	0.346000	0.306189	
1000	0.318000	0.983538	1000	0.318000	0.318000	0.306330	
1000	0.319000	0.983538	1000	0.319000	0.319000	0.306479	
1000	0.341000	0.983538	1000	0.341000	0.341000	0.306880	
1000	0.299000	0.983538	1000	0.299000	0.299000	0.306790	
1000	0.348000	0.983538	1000	0.348000	0.348000	0.307258	
1000	0.331000	0.983538	1000	0.331000	0.331000	0.307525	
1000	0.326000	0.983538	1000	0.326000	0.326000	0.307730	
1000	0.306000	0.983538	1000	0.306000	0.306000	0.307711	
1000	0.320000	0.983538	1000	0.320000	0.320000	0.307844	
1000	0.315000	0.983538	1000	0.315000	0.315000	0.307921	
1000	0.298000	0.983538	1000	0.298000	0.298000	0.307816	
1000	0.325000	0.983538	1000	0.325000	0.325000	0.307997	
1000	0.315000	0.983538	1000	0.315000	0.315000	0.308070	
1000	0.334000	0.983538	1000	0.334000	0.334000	0.308337	
1000	0.331000	0.983538	1000	0.331000	0.331000	0.308568	
1000	0.301000	0.983538	1000	0.301000	0.301000	0.308492	
1000	0.306000	0.983538	1000	0.306000	0.306000	0.308467	
1000	0.306000	0.983538	1000	0.306000	0.306000	0.308442	
1000	0.329000	0.983538	1000	0.329000	0.329000	0.308644	
1000	0.349000	0.983538	1000	0.349000	0.349000	0.309036	
1000	0.285000	0.983538	1000	0.285000	0.285000	0.308805	
1000	0.284000	0.983538	1000	0.284000	0.284000	0.308568	
1000	0.337000	0.983538	1000	0.337000	0.337000	0.308837	
1000	0.316000	0.983538	1000	0.316000	0.316000	0.308904	
1000	0.313000	0.983538	1000	0.313000	0.313000	0.308942	
1000	0.339000	0.983538	1000	0.339000	0.339000	0.309217	
1000	0.326000	0.983538	1000	0.326000	0.326000	0.309370	
1000	0.321000	0.983538	1000	0.321000	0.321000	0.309475	
1000	0.327000	0.983538	1000	0.327000	0.327000	0.309631	
1000	0.324000	0.983538	1000	0.324000	0.324000	0.309758	
1000	0.343000	0.983538	1000	0.343000	0.343000	0.310050	
1000	0.308000	0.983538	1000	0.308000	0.308000	0.310032	
1000	0.329000	0.983538	1000	0.329000	0.329000	0.310196	
1000	0.350000	0.983538	1000	0.350000	0.350000	0.310536	
1000	0.310000	0.983538	1000	0.310000	0.310000	0.310531	
1000	0.304000	0.983538	1000	0.304000	0.304000	0.310476	
1000	0.319000	0.983538	1000	0.319000	0.319000	0.310547	
1000	0.302000	0.983538	1000	0.302000	0.302000	0.310477	
1000	0.341000	0.983538	1000	0.341000	0.341000	0.310727	
1000	0.308000	0.983538	1000	0.308000	0.308000	0.310705	
1000	0.315000	0.983538	1000	0.315000	0.315000	0.310739	
1000	0.323000	0.983538	1000	0.323000	0.323000	0.310838	
1000	0.326000	0.983538	1000	0.326000	0.326000	0.310958	
1000	0.344000	0.983538	1000	0.344000	0.344000	0.311218	
1000	0.322000	0.983538	1000	0.322000	0.322000	0.311302	
1000	0.356000	0.983538	1000	0.356000	0.356000	0.311649	
1000	0.348000	0.983538	1000	0.348000	0.348000	0.311928	
1000	0.329000	0.983538	1000	0.329000	0.329000	0.312059	
1000	0.318000	0.983538	1000	0.318000	0.318000	0.312104	
1000	0.306000	0.983538	1000	0.306000	0.306000	0.312058	
1000	0.342000	0.983538	1000	0.342000	0.342000	0.312281	
1000	0.335000	0.983538	1000	0.335000	0.335000	0.312450	
1000	0.293000	0.983538	1000	0.293000	0.293000	0.312307	
1000	0.295000	0.983538	1000	0.295000	0.295000	0.312180	
1000	0.326000	0.983538	1000	0.326000	0.326000	0.312280	
1000	0.311000	0.983538	1000	0.311000	0.311000	0.312271	
1000	0.326000	0.983538	1000	0.326000	0.326000	0.312369	
1000	0.343000	0.983538	1000	0.343000	0.343000	0.312586	
1000	0.302000	0.983538	1000	0.302000	0.302000	0.312512	
1000	0.316000	0.983538	1000	0.316000	0.316000	0.312536	
1000	0.322000	0.983538	1000	0.322000	0.322000	0.312602	
1000	0.299000	0.983538	1000	0.299000	0.299000	0.312508	
1000	0.291000	0.983538	1000	0.291000	0.291000	0.312361	
1000	0.329000	0.983538	1000	0.329000	0.329000	0.312474	
1000	0.337000	0.983538	1000	0.337000	0.337000	0.312640	
1000	0.321000	0.983538	1000	0.321000	0.321000	0.312696	
1000	0.334000	0.983538	1000	0.334000	0.334000	0.312838	
1000	0.320000	0.983538	1000	0.320000	0.320000	0.312885	
1000	0.311000	0.983538	1000	0.311000	0.311000	0.312873	
1000	0.337000	0.983538	1000	0.337000	0.337000	0.313031	
1000	0.329000	0.983538	1000	0.329000	0.329000	0.313134	
1000	0.302000	0.983538	1000	0.302000	0.302000	0.313062	
1000	0.345000	0.983538	1000	0.345000	0.345000	0.313267	
1000	0.299000	0.983538	1000	0.299000	0.299000	0.313176	
1000	0.327000	0.983538	1000	0.327000	0.327000	0.313264	
1000	0.328000	0.983538	1000	0.328000	0.328000	0.313357	
1000	0.360000	0.983538	1000	0.360000	0.360000	0.313648	
1000	0.321000	0.983538	1000	0.321000	0.321000	0.313694	
1000	0.330000	0.983538	1000	0.330000	0.330000	0.313794	
1000	0.331000	0.983538	1000	0.331000	0.331000	0.313900	
1000	0.312000	0.983538	1000	0.312000	0.312000	0.313888	
1000	0.338000	0.983538	1000	0.338000	0.338000	0.314034	
1000	0.329000	0.983538	1000	0.329000	0.329000	0.314125	
1000	0.327000	0.983538	1000	0.327000	0.327000	0.314202	
1000	0.294000	0.983538	1000	0.294000	0.294000	0.314081	
1000	0.332000	0.983538	1000	0.332000	0.332000	0.314187	
1000	0.317000	0.983538	1000	0.317000	0.317000	0.314204	
1000	0.291000	0.983538	1000	0.291000	0.291000	0.314068	
1000	0.312000	0.983538	1000	0.312000	0.312000	0.314056	
1000	0.313000	0.983538	1000	0.313000	0.313000	0.314050	
1000	0.342000	0.983538	1000	0.342000	0.342000	0.314211	
1000	0.323000	0.983538	1000	0.323000	0.323000	0.314261	
1000	0.317000	0.983538	1000	0.317000	0.317000	0.314277	
1000	0.320000	0.983538	1000	0.320000	0.320000	0.314309	
1000	0.308000	0.983538	1000	0.308000	0.308000	0.314274	
1000	0.337000	0.983538	1000	0.337000	0.337000	0.314400	
1000	0.331000	0.983538	1000	0.331000	0.331000	0.314493	
1000	0.292000	0.983538	1000	0.292000	0.292000	0.314368	
1000	0.295000	0.983538	1000	0.295000	0.295000	0.314262	
1000	0.319000	0.983538	1000	0.319000	0.319000	0.314288	
1000	0.301000	0.983538	1000	0.301000	0.301000	0.314216	
1000	0.334000	0.983538	1000	0.334000	0.334000	0.314323	
1000	0.305000	0.983538	1000	0.305000	0.305000	0.314273	
1000	0.315000	0.983538	1000	0.315000	0.315000	0.314276	
1000	0.303000	0.983538	1000	0.303000	0.303000	0.314216	
1000	0.313000	0.983538	1000	0.313000	0.313000	0.314210	
1000	0.287000	0.983538	1000	0.287000	0.287000	0.314067	
1000	0.306000	0.983538	1000	0.306000	0.306000	0.314025	
1000	0.353000	0.983538	1000	0.353000	0.353000	0.314228	
1000	0.320000	0.983538	1000	0.320000	0.320000	0.314257	
1000	0.310000	0.983538	1000	0.310000	0.310000	0.314235	
1000	0.328000	0.983538	1000	0.328000	0.328000	0.314306	
1000	0.307000	0.983538	1000	0.307000	0.307000	0.314269	
1000	0.312000	0.983538	1000	0.312000	0.312000	0.314257	
1000	0.312000	0.983538	1000	0.312000	0.312000	0.314246	
1000	0.311000	0.983538	1000	0.311000	0.311000	0.314230	
1000	0.331000	0.983538	1000	0.331000	0.331000	0.314313	
1000	0.317000	0.983538	1000	0.317000	0.317000	0.314327	
1000	0.331000	0.983538	1000	0.331000	0.331000	0.314409	
1000	0.332000	0.983538	1000	0.332000	0.332000	0.314496	
1000	0.314000	0.983538	1000	0.314000	0.314000	0.314494	
1000	0.320000	0.983538	1000	0.320000	0.320000	0.314520	
1000	0.313000	0.983538	1000	0.313000	0.313000	0.314513	
1000	0.296000	0.983538	1000	0.296000	0.296000	0.314424	
1000	0.309000	0.983538	1000	0.309000	0.309000	0.314398	
1000	0.340000	0.983538	1000	0.340000	0.340000	0.314520	
1000	0.311000	0.983538	1000	0.311000	0.311000	0.314503	
1000	0.322000	0.983538	1000	0.322000	0.322000	0.314539	
1000	0.329000	0.983538	1000	0.329000	0.329000	0.314607	
1000	0.316000	0.983538	1000	0.316000	0.316000	0.314614	
1000	0.321000	0.983538	1000	0.321000	0.321000	0.314643	
1000	0.298000	0.983538	1000	0.298000	0.298000	0.314566	
1000	0.322000	0.983538	1000	0.322000	0.322000	0.314600	
1000	0.302000	0.983538	1000	0.302000	0.302000	0.314542	
1000	0.364000	0.983538	1000	0.364000	0.364000	0.314769	
1000	0.314000	0.983538	1000	0.314000	0.314000	0.314766	
1000	0.347000	0.983538	1000	0.347000	0.347000	0.314912	
1000	0.302000	0.983538	1000	0.302000	0.302000	0.314854	
1000	0.315000	0.983538	1000	0.315000	0.315000	0.314854	
1000	0.311000	0.983538	1000	0.311000	0.311000	0.314837	
1000	0.316000	0.983538	1000	0.316000	0.316000	0.314842	
1000	0.316000	0.983538	1000	0.316000	0.316000	0.314847	
1000	0.330000	0.983538	1000	0.330000	0.330000	0.314915	
1000	0.328000	0.983538	1000	0.328000	0.328000	0.314972	
1000	0.339000	0.983538	1000	0.339000	0.339000	0.315078	
1000	0.287000	0.983538	1000	0.287000	0.287000	0.314955	
1000	0.341000	0.983538	1000	0.341000	0.341000	0.315068	
1000	0.331000	0.983538	1000	0.331000	0.331000	0.315137	
1000	0.327000	0.983538	1000	0.327000	0.327000	0.315188	
1000	0.345000	0.983538	1000	0.345000	0.345000	0.315316	
1000	0.317000	0.983538	1000	0.317000	0.317000	0.315323	
1000	0.309000	0.983538	1000	0.309000	0.309000	0.315297	
1000	0.325000	0.983538	1000	0.325000	0.325000	0.315338	
1000	0.318000	0.983538	1000	0.318000	0.318000	0.315349	
1000	0.328000	0.983538	1000	0.328000	0.328000	0.315402	
1000	0.341000	0.983538	1000	0.341000	0.341000	0.315509	
1000	0.313000	0.983538	1000	0.313000	0.313000	0.315499	
1000	0.320000	0.983538	1000	0.320000	0.320000	0.315517	
1000	0.296000	0.983538	1000	0.296000	0.296000	0.315437	
1000	0.323000	0.983538	1000	0.323000	0.323000	0.315468	
1000	0.324000	0.983538	1000	0.324000	0.324000	0.315503	
1000	0.343000	0.983538	1000	0.343000	0.343000	0.315615	
1000	0.310000	0.983538	1000	0.310000	0.310000	0.315592	
1000	0.316000	0.983538	1000	0.316000	0.316000	0.315594	
1000	0.317000	0.983538	1000	0.317000	0.317000	0.315600	
1000	0.325000	0.983538	1000	0.325000	0.325000	0.315637	
1000	0.309000	0.983538	1000	0.309000	0.309000	0.315611	
1000	0.331000	0.983538	1000	0.331000	0.331000	0.315672	
1000	0.325000	0.983538	1000	0.325000	0.325000	0.315709	
1000	0.326000	0.983538	1000	0.326000	0.326000	0.315750	
1000	0.293000	0.983538	1000	0.293000	0.293000	0.315660	
1000	0.307000	0.983538	1000	0.307000	0.307000	0.315626	
1000	0.271000	0.983538	1000	0.271000	0.271000	0.315452	
1000	0.307000	0.983538	1000	0.307000	0.307000	0.315419	
1000	0.305000	0.983538	1000	0.305000	0.305000	0.315379	
1000	0.318000	0.983538	1000	0.318000	0.318000	0.315389	
1000	0.307000	0.983538	1000	0.307000	0.307000	0.315356	
1000	0.334000	0.983538	1000	0.334000	0.334000	0.315428	
1000	0.324000	0.983538	1000	0.324000	0.324000	0.315461	
1000	0.335000	0.983538	1000	0.335000	0.335000	0.315535	
1000	0.323000	0.983538	1000	0.323000	0.323000	0.315563	
1000	0.322000	0.983538	1000	0.322000	0.322000	0.315587	
1000	0.323000	0.983538	1000	0.323000	0.323000	0.315615	
1000	0.332000	0.983538	1000	0.332000	0.332000	0.315677	
1000	0.334000	0.983538	1000	0.334000	0.334000	0.315745	
1000	0.301000	0.983538	1000	0.301000	0.301000	0.315690	
1000	0.376000	0.983538	1000	0.376000	0.376000	0.315914	
1000	0.318000	0.983538	1000	0.318000	0.318000	0.315921	
1000	0.283000	0.983538	1000	0.283000	0.283000	0.315800	
1000	0.318000	0.983538	1000	0.318000	0.318000	0.315808	
1000	0.322000	0.983538	1000	0.322000	0.322000	0.315831	
1000	0.318000	0.983538	1000	0.318000	0.318000	0.315839	
1000	0.326000	0.983538	1000	0.326000	0.326000	0.315876	
1000	0.313000	0.983538	1000	0.313000	0.313000	0.315865	
1000	0.334000	0.983538	1000	0.334000	0.334000	0.315931	
1000	0.305000	0.983538	1000	0.305000	0.305000	0.315891	
1000	0.312000	0.983538	1000	0.312000	0.312000	0.315877	
1000	0.306000	0.983538	1000	0.306000	0.306000	0.315842	
1000	0.300000	0.983538	1000	0.300000	0.300000	0.315786	
1000	0.300000	0.983538	1000	0.300000	0.300000	0.315730	
1000	0.327000	0.983538	1000	0.327000	0.327000	0.315770	
1000	0.296000	0.983538	1000	0.296000	0.296000	0.315701	
1000	0.339000	0.983538	1000	0.339000	0.339000	0.315782	
1000	0.334000	0.983538	1000	0.334000	0.334000	0.315846	
1000	0.292000	0.983538	1000	0.292000	0.292000	0.315763	
1000	0.327000	0.983538	1000	0.327000	0.327000	0.315802	
1000	0.341000	0.983538	1000	0.341000	0.341000	0.315889	
1000	0.298000	0.983538	1000	0.298000	0.298000	0.315827	
1000	0.329000	0.983538	1000	0.329000	0.329000	0.315872	
1000	0.322000	0.983538	1000	0.322000	0.322000	0.315893	
1000	0.313000	0.983538	1000	0.313000	0.313000	0.315883	
1000	0.318000	0.983538	1000	0.318000	0.318000	0.315890	
1000	0.304000	0.983538	1000	0.304000	0.304000	0.315850	
1000	0.327000	0.983538	1000	0.327000	0.327000	0.315888	
1000	0.332000	0.983538	1000	0.332000	0.332000	0.315942	
1000	0.312000	0.983538	1000	0.312000	0.312000	0.315929	
1000	0.349000	0.983538	1000	0.349000	0.349000	0.316039	
1000	0.302000	0.983538	1000	0.302000	0.302000	0.315992	
1000	0.346000	0.983538	1000	0.346000	0.346000	0.316092	
1000	0.320000	0.983538	1000	0.320000	0.320000	0.316105	
1000	0.311000	0.983538	1000	0.311000	0.311000	0.316088	
1000	0.350000	0.983538	1000	0.350000	0.350000	0.316199	
1000	0.282000	0.983538	1000	0.282000	0.282000	0.316087	
1000	0.342000	0.983538	1000	0.342000	0.342000	0.316172	
1000	0.310000	0.983538	1000	0.310000	0.310000	0.316152	
1000	0.301000	0.983538	1000	0.301000	0.301000	0.316103	
1000	0.338000	0.983538	1000	0.338000	0.338000	0.316173	
1000	0.325000	0.983538	1000	0.325000	0.325000	0.316202	
1000	0.324000	0.983538	1000	0.324000	0.324000	0.316227	
1000	0.300000	0.983538	1000	0.300000	0.300000	0.316175	
1000	0.309000	0.983538	1000	0.309000	0.309000	0.316152	
1000	0.327000	0.983538	1000	0.327000	0.327000	0.316186	
1000	0.314000	0.983538	1000	0.314000	0.314000	0.316179	
1000	0.311000	0.983538	1000	0.311000	0.311000	0.316163	
1000	0.305000	0.983538	1000	0.305000	0.305000	0.316128	
1000	0.301000	0.983538	1000	0.301000	0.301000	0.316081	
1000	0.342000	0.983538	1000	0.342000	0.342000	0.316162	
1000	0.282000	0.983538	1000	0.282000	0.282000	0.316055	
1000	0.315000	0.983538	1000	0.315000	0.315000	0.316052	
1000	0.323000	0.983538	1000	0.323000	0.323000	0.316073	
1000	0.315000	0.983538	1000	0.315000	0.315000	0.316070	
1000	0.316000	0.983538	1000	0.316000	0.316000	0.316070	
1000	0.329000	0.983538	1000	0.329000	0.329000	0.316109	
1000	0.344000	0.983538	1000	0.344000	0.344000	0.316195	
1000	0.333000	0.983538	1000	0.333000	0.333000	0.316246	
1000	0.333000	0.983538	1000	0.333000	0.333000	0.316297	
1000	0.347000	0.983538	1000	0.347000	0.347000	0.316390	
1000	0.303000	0.983538	1000	0.303000	0.303000	0.316349	
1000	0.335000	0.983538	1000	0.335000	0.335000	0.316406	
1000	0.343000	0.983538	1000	0.343000	0.343000	0.316486	
1000	0.306000	0.983538	1000	0.306000	0.306000	0.316454	
1000	0.353000	0.983538	1000	0.353000	0.353000	0.316563	
1000	0.338000	0.983538	1000	0.338000	0.338000	0.316627	
1000	0.315000	0.983538	1000	0.315000	0.315000	0.316622	
1000	0.328000	0.983538	1000	0.328000	0.328000	0.316656	
1000	0.304000	0.983538	1000	0.304000	0.304000	0.316619	
1000	0.336000	0.983538	1000	0.336000	0.336000	0.316676	
1000	0.338000	0.983538	1000	0.338000	0.338000	0.316738	
1000	0.325000	0.983538	1000	0.325000	0.325000	0.316762	
1000	0.340000	0.983538	1000	0.340000	0.340000	0.316830	
1000	0.342000	0.983538	1000	0.342000	0.342000	0.316903	
1000	0.268000	0.983538	1000	0.268000	0.268000	0.316761	
1000	0.322000	0.983538	1000	0.322000	0.322000	0.316777	
1000	0.316000	0.983538	1000	0.316000	0.316000	0.316774	
1000	0.327000	0.983538	1000	0.327000	0.327000	0.316804	
1000	0.312000	0.983538	1000	0.312000	0.312000	0.316790	
1000	0.314000	0.983538	1000	0.314000	0.314000	0.316782	
1000	0.321000	0.983538	1000	0.321000	0.321000	0.316794	
1000	0.274000	0.983538	1000	0.274000	0.274000	0.316672	
1000	0.287000	0.983538	1000	0.287000	0.287000	0.316588	
1000	0.330000	0.983538	1000	0.330000	0.330000	0.316626	
1000	0.328000	0.983538	1000	0.328000	0.328000	0.316658	
1000	0.280000	0.983538	1000	0.280000	0.280000	0.316555	
1000	0.318000	0.983538	1000	0.318000	0.318000	0.316559	
1000	0.325000	0.983538	1000	0.325000	0.325000	0.316583	
1000	0.350000	0.983538	1000	0.350000	0.350000	0.316676	
1000	0.317000	0.983538	1000	0.317000	0.317000	0.316677	
1000	0.324000	0.983538	1000	0.324000	0.324000	0.316697	
1000	0.287000	0.983538	1000	0.287000	0.287000	0.316615	
1000	0.285000	0.983538	1000	0.285000	0.285000	0.316528	
1000	0.351000	0.983538	1000	0.351000	0.351000	0.316623	
1000	0.353000	0.983538	1000	0.353000	0.353000	0.316722	
1000	0.346000	0.983538	1000	0.346000	0.346000	0.316802	
1000	0.339000	0.983538	1000	0.339000	0.339000	0.316863	
1000	0.317000	0.983538	1000	0.317000	0.317000	0.316863	
1000	0.321000	0.983538	1000	0.321000	0.321000	0.316874	
1000	0.314000	0.983538	1000	0.314000	0.314000	0.316867	
1000	0.298000	0.983538	1000	0.298000	0.298000	0.316816	
1000	0.312000	0.983538	1000	0.312000	0.312000	0.316803	
1000	0.323000	0.983538	1000	0.323000	0.323000	0.316820	
1000	0.306000	0.983538	1000	0.306000	0.306000	0.316791	
1000	0.313000	0.983538	1000	0.313000	0.313000	0.316780	
1000	0.306000	0.983538	1000	0.306000	0.306000	0.316752	
1000	0.308000	0.983538	1000	0.308000	0.308000	0.316729	
1000	0.312000	0.983538	1000	0.312000	0.312000	0.316716	
1000	0.331000	0.983538	1000	0.331000	0.331000	0.316754	
1000	0.299000	0.983538	1000	0.299000	0.299000	0.316707	
1000	0.322000	0.983538	1000	0.322000	0.322000	0.316721	
1000	0.320000	0.983538	1000	0.320000	0.320000	0.316730	
1000	0.320000	0.983538	1000	0.320000	0.320000	0.316738	
1000	0.306000	0.983538	1000	0.306000	0.306000	0.316710	
1000	0.285000	0.983538	1000	0.285000	0.285000	0.316628	
1000	0.323000	0.983538	1000	0.323000	0.323000	0.316644	
1000	0.321000	0.983538	1000	0.321000	0.321000	0.316656	
1000	0.314000	0.983538	1000	0.314000	0.314000	0.316649	
1000	0.318000	0.983538	1000	0.318000	0.318000	0.316652	
1000	0.295000	0.983538	1000	0.295000	0.295000	0.316597	
1000	0.298000	0.983538	1000	0.298000	0.298000	0.316549	
1000	0.300000	0.983538	1000	0.300000	0.300000	0.316507	
1000	0.343000	0.983538	1000	0.343000	0.343000	0.316574	
1000	0.320000	0.983538	1000	0.320000	0.320000	0.316583	
1000	0.328000	0.983538	1000	0.328000	0.328000	0.316612	
1000	0.326000	0.983538	1000	0.326000	0.326000	0.316636	
1000	0.319000	0.983538	1000	0.319000	0.319000	0.316642	
1000	0.308000	0.983538	1000	0.308000	0.308000	0.316620	
1000	0.338000	0.983538	1000	0.338000	0.338000	0.316673	
1000	0.310000	0.983538	1000	0.310000	0.310000	0.316657	
1000	0.289000	0.983538	1000	0.289000	0.289000	0.316588	
1000	0.331000	0.983538	1000	0.331000	0.331000	0.316624	
1000	0.272000	0.983538	1000	0.272000	0.272000	0.316513	
1000	0.327000	0.983538	1000	0.327000	0.327000	0.316539	
1000	0.292000	0.983538	1000	0.292000	0.292000	0.316478	
1000	0.319000	0.983538	1000	0.319000	0.319000	0.316484	
1000	0.300000	0.983538	1000	0.300000	0.300000	0.316444	
1000	0.316000	0.983538	1000	0.316000	0.316000	0.316443	
1000	0.292000	0.983538	1000	0.292000	0.292000	0.316383	
1000	0.337000	0.983538	1000	0.337000	0.337000	0.316433	
1000	0.312000	0.983538	1000	0.312000	0.312000	0.316423	
1000	0.310000	0.983538	1000	0.310000	0.310000	0.316407	
1000	0.311000	0.983538	1000	0.311000	0.311000	0.316394	
1000	0.306000	0.983538	1000	0.306000	0.306000	0.316369	
1000	0.315000	0.983538	1000	0.315000	0.315000	0.316366	
1000	0.318000	0.983538	1000	0.318000	0.318000	0.316369	
1000	0.320000	0.983538	1000	0.320000	0.320000	0.316378	
1000	0.290000	0.983538	1000	0.290000	0.290000	0.316315	
1000	0.324000	0.983538	1000	0.324000	0.324000	0.316333	
1000	0.344000	0.983538	1000	0.344000	0.344000	0.316399	
1000	0.315000	0.983538	1000	0.315000	0.315000	0.316396	
1000	0.329000	0.983538	1000	0.329000	0.329000	0.316426	
1000	0.337000	0.983538	1000	0.337000	0.337000	0.316474	
1000	0.327000	0.983538	1000	0.327000	0.327000	0.316499	
1000	0.314000	0.983538	1000	0.314000	0.314000	0.316493	
1000	0.302000	0.983538	1000	0.302000	0.302000	0.316459	
1000	0.330000	0.983538	1000	0.330000	0.330000	0.316491	
1000	0.346000	0.983538	1000	0.346000	0.346000	0.316560	
1000	0.325000	0.983538	1000	0.325000	0.325000	0.316580	
1000	0.331000	0.983538	1000	0.331000	0.331000	0.316613	
1000	0.349000	0.983538	1000	0.349000	0.349000	0.316688	
1000	0.297000	0.983538	1000	0.297000	0.297000	0.316643	
1000	0.342000	0.983538	1000	0.342000	0.342000	0.316701	
1000	0.293000	0.983538	1000	0.293000	0.293000	0.316647	
1000	0.314000	0.983538	1000	0.314000	0.314000	0.316641	
1000	0.343000	0.983538	1000	0.343000	0.343000	0.316701	
1000	0.294000	0.983538	1000	0.294000	0.294000	0.316649	
1000	0.323000	0.983538	1000	0.323000	0.323000	0.316664	
1000	0.319000	0.983538	1000	0.319000	0.319000	0.316669	
1000	0.345000	0.983538	1000	0.345000	0.345000	0.316733	
1000	0.296000	0.983538	1000	0.296000	0.296000	0.316686	
1000	0.308000	0.983538	1000	0.308000	0.308000	0.316667	
1000	0.324000	0.983538	1000	0.324000	0.324000	0.316683	
