"","Language","InventoryID","iso","Latitude","Longitude","Source","Glottocode"
"519","POHNPEIAN",519,"pon","6.87212","158.223","Phoible","pohn1238"
"520","PARAUK",520,"prk","22.8658","99.375","Phoible","para1301"
"521","PASHTO",521,"pst","31.9153","69.4529","Phoible","cent1973"
"522","PAIWAN",522,"pwn","22.3271","120.806","Phoible","paiw1248"
"523","PHLONG",523,"pww","18.016","98.2709","Phoible","pwon1235"
"524","QUECHUA",524,"quh","-20.9201","-66.3331","Phoible","sout2991"
"525","QUILEUTE",525,"qui","47.9106","-124.603","Phoible","quil1240"
"526","RESIGARO",526,"rgr","-2.48139","-71.3578","Phoible","resi1247"
"527","ROMANIAN",527,"ron","46.3913","24.2256","Phoible","roma1327"
"528","ROTOKAS",528,"roo","-5.94339","155.154","Phoible","roto1249"
"529","RORO",529,"rro","-8.67145","146.544","Phoible","waim1251"
"530","RUSSIAN",530,"rus","53.9195","72.3926","Phoible","russ1263"
"531","RUTUL",531,"rut","41.6187","47.3244","Phoible","rutu1240"
"532","SANDAWE",532,"sad","-5.26918","35.4808","Phoible","sand1273"
"533","SANGO",533,"sag","6.78584","20.1702","Phoible","sang1328"
"534","YAKUT",534,"sah","61.6974","133.98","Phoible","yaku1245"
"535","SEDANG",535,"sed","14.7793","108.027","Phoible","seda1262"
"536","SENECA",536,"see","42.6128","-79.3403","Phoible","sene1264"
"537","SENADI",537,"sef","9.50768","-6.15264","Phoible","ceba1235"
"538","SELKUP",538,"sel","59.9409","82.3004","Phoible","selk1253"
"539","SONGHAI",539,"ses","16.9634","-0.55187","Phoible","koyr1242"
"540","SENTANI",540,"set","-2.6013","140.512","Phoible","nucl1632"
"541","SHIRIANA",541,"shb","4.03894","-62.7801","Phoible","nina1238"
"542","SHILHA",542,"shi","29.7854","-7.77879","Phoible","tach1250"
"543","SHUSWAP",543,"shs","50.8734","-119.667","Phoible","shus1248"
"544","SHASTA",544,"sht","41.7587","-122.738","Phoible","shas1239"
"545","SINHALESE",545,"sin","8.0","81.0","Phoible","sinh1246"
"546","EPENA PEDEE",546,"sja","4.25877","-77.3566","Phoible","epen1239"
"547","SIERRA MIWOK",547,"skd","38.2363","-120.507","Phoible","sout2985"
"548","SALIBA",548,"slc","5.30115","-69.3843","Phoible","sali1298"
"549","SAAMI",549,"sma","62.8801","13.7006","Phoible","sout2674"
"550","SIONA",550,"snn","0.31733","-76.0237","Phoible","sion1247"
"551","SA'BAN",551,"snv","3.58723","115.664","Phoible","saba1265"
"552","SOMALI",552,"som","3.15088","40.4818","Phoible","soma1255"
"553","SPANISH",553,"spa","40.4414","-1.11788","Phoible","stan1288"
"554","SELEPET",554,"spl","-6.03532","147.234","Phoible","sele1250"
"555","SOCOTRI",555,"sqt","12.4892","53.9168","Phoible","soqo1240"
"556","SIRIONO",556,"srq","-15.5298","-63.9688","Phoible","siri1273"
"558","SUENA",558,"sue","-7.76339","147.534","Phoible","suen1241"
"559","SAVOSAVO",559,"svs","-9.12853","159.814","Phoible","savo1255"
"560","SUI",560,"swi","24.0488","106.563","Phoible","suii1243"
"561","TAMANG",561,"taj","27.3239","87.0832","Phoible","east2347"
"562","ATAYAL",562,"tay","24.5209","121.388","Phoible","atay1247"
"563","HUARI",563,"tba","-12.6695","-60.5353","Phoible","aika1237"
"564","TABI",564,"tbi","11.4674","33.9797","Phoible","gaam1241"
"565","TICUNA",565,"tca","-3.66289","-69.8723","Phoible","ticu1245"
"566","TULU",566,"tcy","12.8114","75.2651","Phoible","tulu1258"
"567","TEHUELCHE",567,"teh","-47.5796","-68.3235","Phoible","tehu1242"
"568","TELUGU",568,"tel","16.4529","78.7024","Phoible","telu1262"
"569","TEMNE",569,"tem","8.90294","-12.3331","Phoible","timn1235"
"570","TEMEIN",570,"teq","11.8275","29.3898","Phoible","nucl1339"
"571","TETUN",571,"tet","-9.11217","125.528","Phoible","tetu1245"
"572","TIGAK",572,"tgc","-2.70951","150.893","Phoible","tiga1245"
"573","TAGALOG",573,"tgl","14.06","121.747","Phoible","taga1270"
"574","THAI",574,"tha","14.192","100.671","Phoible","thai1261"
"575","TAMASHEQ",575,"thv","22.5908","8.73169","Phoible","taha1241"
"576","TIGRE",576,"tig","17.3494","38.2233","Phoible","tigr1270"
"577","TIWI",577,"tiw","-11.6308","130.949","Phoible","tiwi1244"
"578","TIRURAY",578,"tiy","6.77321","124.127","Phoible","tiru1241"
"579","TLINGIT",579,"tli","59.4447","-135.29","Phoible","tlin1245"
"580","JOMANG",580,"tlo","10.6453","30.4815","Phoible","talo1250"
"581","TAMA",581,"tma","14.332","21.9951","Phoible","tama1331"
"582","ASMAT",582,"tml","-5.57962","139.233","Phoible","tamn1235"
"583","TACANA",583,"tna","-13.3925","-68.0406","Phoible","taca1256"
"584","LENAKEL",584,"tnl","-19.4763","169.261","Phoible","lena1238"
"585","TOTONAC",585,"top","20.5671","-97.2554","Phoible","papa1238"
"586","TAMPULMA",586,"tpm","9.75577","-1.35467","Phoible","tamp1252"
"587","TLAPANEC",587,"tpx","17.1034","-99.0602","Phoible","acat1239"
"588","TRUMAI",588,"tpy","-11.8119","-53.5717","Phoible","trum1247"
"589","TAORIPI",589,"tqo","-8.07231","146.206","Phoible","toar1246"
"590","TONKAWA",590,"tqw","30.25","-96.75","Phoible","tonk1249"
"591","NEO-ARAMAIC",591,"trg","38.0","47.0","Phoible","lish1246"
"592","TSIMSHIAN",592,"tsi","54.6214","-130.496","Phoible","nucl1649"
"593","TSOU",593,"tsu","23.216","120.787","Phoible","tsou1248"
"594","TARASCAN",594,"tsz","19.2467","-101.631","Phoible","pure1242"
"595","TERA",595,"ttr","11.0376","11.8095","Phoible","tera1251"
"596","TUNICA",596,"tun","30.9888","-92.5403","Phoible","tuni1252"
"597","TURKISH",597,"tur","39.8667","32.8667","Phoible","nucl1301"
"598","PICURIS",598,"twf","36.4277","-105.604","Phoible","nort1550"
"599","TUVA",599,"tyv","48.436","92.6693","Phoible","tuvi1240"
"600","TZELTAL",600,"tzh","16.6384","-92.2786","Phoible","tzel1254"
"601","NGARINJIN",601,"ung","-16.4006","126.433","Phoible","ngar1284"
"602","MUNDARI",602,"unr","25.0391","87.1792","Phoible","mund1320"
"603","UZBEK",603,"uzn","43.7489","59.231","Phoible","nort2690"
"604","VANIMO",604,"vam","-2.68501","141.258","Phoible","vani1248"
"605","VIETNAMESE",605,"vie","18.3887","106.757","Phoible","viet1252"
"606","MBABARAM",606,"vmb","-20.1389","143.438","Phoible","mbab1239"
"607","WAPPO",607,"wao","38.25","-122.5","Phoible","wapp1239"
"608","WAPISHANA",608,"wap","2.58744","-59.8021","Phoible","wapi1253"
"609","WARAO",609,"wba","7.50851","-59.3528","Phoible","wara1303"
"610","WAHGI",610,"wgi","-6.11629","144.665","Phoible","nucl1620"
"611","WICHITA",611,"wic","35.0665","-98.1831","Phoible","wich1260"
"612","WIK-MUNKAN",612,"wim","-13.9805","141.816","Phoible","wikm1247"
"613","WINTU",613,"wit","39.7176","-122.445","Phoible","wint1259"
"614","WIYOT",614,"wiy","39.2492","-122.952","Phoible","wiyo1248"
"615","WANTOAT",615,"wnc","-6.15216","146.513","Phoible","want1252"
"616","USAN",616,"wnu","-4.84265","145.362","Phoible","usan1239"
"617","WOISIKA",617,"woi","-8.26897","124.792","Phoible","kama1365"
"618","WOLOF",618,"wol","15.2534","-15.383","Phoible","nucl1347"
"619","WARIS",619,"wrs","-3.139","140.931","Phoible","wari1266"
"620","WARAY",620,"wrz","-13.0941","131.236","Phoible","wara1290"
"621","BERTA",621,"wti","10.6474","34.7042","Phoible","bert1248"
"622","CHANGZHOU",622,"wuu","29.8621","119.682","Phoible","wuch1236"
"623","NGIYAMBAA",623,"wyb","-30.6481","146.18","Phoible","wang1291"
"624","KAWAIISU",624,"xaw","36.0538","-118.679","Phoible","kawa1283"
"625","KOMA",625,"xom","8.94162","34.0939","Phoible","komo1258"
"626","KPELLE",626,"xpe","6.92048","-9.96128","Phoible","libe1247"
"627","KADUGLI",627,"xtc","10.8423","29.4914","Phoible","katc1249"
"628","YAGUA",628,"yad","-3.42913","-72.2186","Phoible","yagu1244"
"629","YAQUI",629,"yaq","29.9446","-110.681","Phoible","yaqu1251"
"630","YUCUNA",630,"ycn","-0.76075","-71.0033","Phoible","yucu1253"
"631","TAROK",631,"yer","8.98356","10.0288","Phoible","taro1263"
"632","YAGARIA",632,"ygr","-6.32432","145.388","Phoible","yaga1260"
"633","YIDINY",633,"yii","-17.1332","145.876","Phoible","yidi1250"
"634","YUKAGHIR",634,"ykg","65.3874","151.318","Phoible","nort2745"
"635","YANA",635,"ynn","39.2769","-121.608","Phoible","yana1271"
"636","YORUBA",636,"yor","7.15345","3.67225","Phoible","yoru1245"
"637","YAREBA",637,"yrb","-9.50651","148.605","Phoible","yare1248"
"638","NENETS",638,"yrk","66.1775","71.0234","Phoible","nene1249"
"639","YESSAN-MAYO",639,"yss","-4.15721","142.574","Phoible","yess1239"
"640","YUCATEC",640,"yua","18.7757","-88.9567","Phoible","yuca1254"
"641","YUCHI",641,"yuc","35.9615","-95.0393","Phoible","yuch1247"
"642","TAISHAN",642,"yue","23.0","113.0","Phoible","yuec1235"
"643","YULU",643,"yul","8.04124","23.6166","Phoible","yulu1243"
"644","YAWA",644,"yva","-1.77196","136.263","Phoible","nucl1454"
"645","AZANDE",645,"zne","4.62047","26.7157","Phoible","zand1248"
"646","ZOQUE",646,"zoc","17.2157","-93.3183","Phoible","copa1236"
"647","ZULU",647,"zul","-25.3305","31.3512","Phoible","zulu1248"
"648","ZUNI",648,"zun","35.0056","-108.782","Phoible","zuni1245"
"649","abidji",649,"abi","5.65656","-4.58421","Phoible","abid1235"
"650","adioukrou",650,"adj","5.38228","-4.52522","Phoible","adio1239"
"651","adja (Bénin)",651,"ajg","7.06634","1.64992","Phoible","ajab1235"
"652","adja (Togo)",652,"ajg","7.06634","1.64992","Phoible","ajab1235"
"653","agni sanvi",653,"mtb","6.1627","-4.64232","Phoible","anyi1244"
"654","ahlõ",654,"ahl","7.25499","0.67846","Phoible","igoo1238"
"655","akan",655,"aka","6.34756","-1.33254","Phoible","akan1250"
"656","akɔɔse (bakossi)",656,"bss","4.9243","9.65522","Phoible","akoo1248"
"657","angas",657,"anc","9.32042","9.46146","Phoible","ngas1240"
"658","anufɔ ",658,"cko","10.2839","0.56021","Phoible","anuf1239"
"659","arabe",659,"apd","17.8021","33.3179","Phoible","suda1236"
"660","avokaya",660,"avu","4.38639","29.9379","Phoible","avok1242"
"661","babungo (grassfields bantu, ring)",661,"bav","6.11403","10.4137","Phoible","veng1238"
"662","bafut",662,"bfd","6.14153","10.1194","Phoible","bafu1246"
"663","baka",663,"bkc","2.16013","13.7804","Phoible","baka1272"
"664","bambara",664,"bam","12.0401","-9.98949","Phoible","bamb1269"
"665","banda (CAF)",665,"bfl","8.03339","23.9021","Phoible","band1345"
"666","banda (Sudan)",666,"bfl","8.03339","23.9021","Phoible","band1345"
"667","bandi (gbande)",667,"bza","7.73729","-10.1684","Phoible","band1352"
"668","baoulé (baule; baulé)",668,"bci","5.42509","-4.76565","Phoible","baou1238"
"669","bariba",669,"bba","9.63186","2.99607","Phoible","baat1238"
"670","basaa",670,"bas","3.80765","10.4213","Phoible","basa1284"
"671","bassa",671,"bsq","7.27501","-11.543","Phoible","nucl1418"
"672","bassar ",672,"bud","9.23971","0.599275","Phoible","ntch1242"
"673","bété",673,"btg","6.10051","-5.9701","Phoible","gagn1235"
"674","bekwarra",674,"bkv","6.73737","8.86489","Phoible","bekw1241"
"675","berom",675,"bom","9.67037","8.81221","Phoible","bero1242"
"676","bɛ̀ŋ (ngain)",676,"nhb","7.78122","-4.23539","Phoible","beng1286"
"677","bhele",677,"bhy","0.24553","28.6681","Phoible","bhel1238"
"678","biali",678,"beh","11.0382","1.08259","Phoible","bial1238"
"679","bimoba",679,"bim","10.4575","0.06121","Phoible","bimo1239"
"680","bisa",680,"bib","10.4257","-1.67332","Phoible","biss1248"
