"","node","Longitude","Latitude","specH.mean","Node.Age","Tones","specH.mean.sim.gam","Tones.sd","ancTones","ancTones.sd","mH","ancAge","ancnode","deltaAge","neighbourmean","phymean","neighbourmean_int","phymean_int","phyrate_abs","phyrate","phyrate_disc","phyrate_disc_sd","disc_neighbourmeans_int_sd","disc_neighbourmeans_int","disc_neighbourmed_int","disc_phymed_int","disc_phymeans_int","disc_phymeans_int_sd"
"11",11,9.1,4.81,0.0180563223115773,0,44,0.0171452204611012,0,6.36110037774042,1.1129323442684,1.40101480136815,572.5463533,246,572.546353273348,38.7486019675761,42.9423097751293,41.7449524055344,37.6589622471875,95.833820344542,95.833820344542,118.404603498477,176.851875069735,2.3220506437025,41.7111111111111,42,41,38.6,5.3665631459995
"12",12,9.39,4.76,0.0180563223115773,0,43,0.0170908410505531,0,4.69834994069294,1.15753356106582,1.37154445766762,1207.410485,248,1207.41048514269,38.7431920086788,43.2925140783871,41.7569330437116,39.1192073918153,105.091984451908,105.091984451908,118.404603498477,176.851875069735,2.33938608885478,41.7333333333333,42,35,34,2.64575131106459
"13",13,9.67,4.98,0.0174789068939394,0,44,0.0169069945353161,0,5.08900898611594,0.686176613888731,1.37908796957507,207.8007412,253,207.800741215523,38.7471412344616,43.6089610928722,41.6653372746965,39.3684303690105,134.676810892962,134.676810892962,118.404603498477,176.851875069735,2.28618503147708,41.7659574468085,42,39,39.0909090909091,4.82606559123569
"14",14,9.9,5.15,0.0174789068939394,0,44,0.0167605635006427,0,4.86620332992908,0.787455954882203,1.37411210715666,322.521401,252,322.521400991327,38.7582042186355,43.5831116875232,41.6173110769067,39.341559366934,134.490757476174,134.490757476174,118.404603498477,176.851875069735,2.28618503147708,41.7659574468085,42,40,39.1818181818182,4.83359455929398
"15",15,9.7,4.97,0.0174789068939394,0,44,0.0169043680925894,0,5.08900898611594,0.686176613888731,1.37908796957507,207.8007412,253,207.800741215523,38.7491584970005,43.6089610928722,41.6645253098456,39.3684303690105,134.676810892962,134.676810892962,118.404603498477,176.851875069735,2.28618503147708,41.7659574468085,42,39,39.0909090909091,4.82606559123569
"16",16,9.73,4.89,0.0174789068939394,0,44,0.0169370852925412,0,3.68007234976096,1.13814701460623,1.37248443515783,685.9775519,251,685.977551897619,38.7106245397253,43.4329352183942,41.6758250968378,39.2967532271879,122.589565139931,122.589565139931,118.404603498477,176.851875069735,2.28618503147708,41.7659574468085,42,40,39.4545454545455,4.71939903724269
"17",17,9.55,5.3,0.0174789068939394,0,43,0.0167688328079156,0,0.743543673669949,0.900962234438438,1.36830301694206,332.1493648,250,332.149364758479,38.6427779858259,43.3594927051755,41.6526746193772,39.7725496642697,107.900755771083,107.900755771083,118.404603498477,176.851875069735,2.33938608885478,41.7333333333333,42,40,39.3636363636364,4.90454334821759
"18",18,9.62,5.26,0.0174789068939394,0,43,0.0167724745173105,0,0.743543673669949,0.900962234438438,1.36830301694206,332.1493648,250,332.149364758479,38.6476720897512,43.3594927051755,41.6524329191938,39.7725496642697,107.900755771083,107.900755771083,118.404603498477,176.851875069735,2.32077365078205,41.7608695652174,42,40,39.3636363636364,4.90454334821759
"19",19,9.35,4.25,0.0180563223115773,0,42,0.0173310471984795,0,7.26356622148681,1.34065842828538,1.39434260967855,1073.700333,245,1073.7003328324,38.8413517445403,43.2116816252471,41.8819538918472,38.3231607543407,94.0651485970429,94.0651485970429,118.404603498477,176.851875069735,2.32773655896081,41.7826086956522,42.5,39,37,5.29150262212918
"20",20,9.55,4.2,0.0180563223115773,0,45,0.0172969306656516,0,5.56095261393401,1.43637911705451,1.38852452329937,1511.65347,241,1511.6534699595,38.7165109524422,42.5787254966409,41.785920203569,37.0850184494649,87.1340950298579,87.1340950298579,119.237574519925,175.401060078143,2.25993540794944,41.7446808510638,42,0,0,0
"21",21,9.5,1.4,0.0179670427933178,0,42,0.0180498089371207,0,9.05866090684475,0.987335843533312,1.51638260163942,400.4165331,243,400.416533063819,39.4144877676113,42.4221319216554,42.8337109170202,35.4012500894015,75.2533597625501,75.2533597625501,119.237574519925,175.401060078143,2.36095693460487,42.4705882352941,43,38,37.25,5.61990510002912
"22",22,9.85,2.45,0.0179670427933178,0,42,0.0177329076139562,0,6.87924641762132,1.33508870565317,1.48163616995959,957.2114072,242,957.211407235597,39.0185801596272,42.6303960392735,42.3398878957313,36.0891572640259,80.6479552218513,80.6479552218513,119.237574519925,175.401060078143,2.4412739110708,42.2407407407407,43,40.5,38.5,5.19615242270663
"23",23,9.4,1.25,0.0179670427933178,0,42,0.0181073094075327,0,9.05866090684475,0.987335843533312,1.51638260163942,400.4165331,243,400.416533063819,39.482500496927,42.4221319216554,42.9177001381331,35.4012500894015,75.2533597625501,75.2533597625501,119.237574519925,175.401060078143,2.38370317286497,42.46,43,38,37.25,5.61990510002912
"24",24,9.6,4.4,0.0180563223115773,0,41,0.0172004833579853,0,1.55995767216635,1.4253806304563,1.3687501003908,1175.792887,231,1175.7928865369,38.7219130825825,43.0463595080722,41.8603510516981,39.922930799518,166.825003169322,166.825003169322,105.792179467793,128.287999060074,2.30612746108926,41.8297872340426,43,29,29,0
"25",25,10.2,5,0.0174789068939394,0,44,0.0167664474201068,0,1.55995767216635,1.4253806304563,1.3687501003908,1175.792887,231,1175.7928865369,38.692713291482,42.5098305592445,41.6213472832837,39.3864018506904,166.70596380727,166.70596380727,105.792179467793,128.287999060074,2.28618503147708,41.7659574468085,42,29,29,0
"26",26,10.9,4.7,0.0171731030205905,0,41,0.0167704329153819,0,3.36102510149271,1.43912176297875,1.3581735697491,1014.925504,224,1014.92550359017,38.9102980986561,40.2950563048111,41.7244965541027,37.7545361072562,75.0494447325566,75.0494447325566,118.290515860748,174.300716733827,2.30286592952384,41.875,43,28,27.6666666666667,1.52752523165195
"27",27,10.95,4.78,0.0171731030205905,0,41,0.0167237918003689,0,2.97628959871544,1.56328069591092,1.3403831983291,1927.275863,222,1927.27586257682,38.903908310255,40.355201715261,41.7076062799791,37.8109089256147,78.7355828325665,78.7355828325665,118.290515860748,174.300716733827,2.30286592952384,41.875,43,0,0,0
"28",28,11.06,4.62,0.0171731030205905,0,41,0.0167821906691524,0,3.36102510149271,1.43912176297875,1.3581735697491,1014.925504,224,1014.92550359017,38.9372155819674,40.2950563048111,41.7376981679517,37.7545361072562,75.0494447325566,75.0494447325566,118.290515860748,174.300716733827,2.29888319528815,41.9183673469388,43,28,27.6666666666667,1.52752523165195
"29",29,11.03,4.74,0.0171731030205905,0,41,0.016730220845185,0,2.733634163679,1.37772725284218,1.34466895808092,1454.709478,225,1454.70947759552,38.9104220549173,39.8341255160948,41.7139266546481,37.6774500744533,87.1533274791192,87.1533274791192,118.290515860748,174.300716733827,2.29888319528815,41.9183673469388,43,28,28,2
"30",30,11.15,5,0.0163006410402098,0,42,0.0165848036097048,0,3.14472121154295,1.82848085982412,1.33506434723105,2732.261341,221,2732.26134072677,38.9006883049756,41.1980186241777,41.633875923196,37.9777499745754,79.6491888178502,79.6491888178502,117.270626323166,172.127524815555,2.30257915136469,41.8979591836735,43,0,0,0
"31",31,11.4,4.5,0.0171731030205905,0,39,0.01679367956551,0,2.55356848346796,1.2833624356867,1.3548960488723,1202.017208,226,1202.01720807324,39.0343887733854,39.7995111653073,41.8199165380492,37.930744722169,90.5655494272716,90.5655494272716,118.290515860748,174.300716733827,2.26347063593233,41.9591836734694,43,28.5,28.75,2.5
"32",32,11.45,4.57,0.0171731030205905,0,44,0.0167573830172501,0,3.77683252945975,1.23779295782482,1.36429906496443,649.705767,234,649.705766986979,38.9332575131088,42.9743383593079,41.6653448410365,39.8529669144131,247.963674794001,247.963674794001,105.792179467793,128.287999060074,2.28217732293819,41.8571428571429,43,37,36.5714285714286,5.442338432976
"33",33,11.48,4.58,0.0171731030205905,0,44,0.0167500535156726,0,3.77683252945975,1.23779295782482,1.36429906496443,649.705767,234,649.705766986979,38.9379292511457,42.9743383593079,41.6634867234489,39.8529669144131,247.963674794001,247.963674794001,105.792179467793,128.287999060074,2.28217732293819,41.8571428571429,43,37,36.5714285714286,5.442338432976
"34",34,11.48,4.57,0.0171731030205905,0,42,0.0167545816605056,0,2.88048111361557,1.22080254730952,1.35295940426574,1277.801717,232,1277.80171712425,38.9697513680932,42.9639619925334,41.722178023529,39.8148754398088,234.234567677932,234.234567677932,105.792179467793,128.287999060074,2.30257915136469,41.8979591836735,43,34.5,33.75,3.5939764421413
"35",35,11.2,4.5,0.0171731030205905,0,38,0.0168170467205848,0,0.392891881038386,0.75399731389571,1.37321955188832,198.6804393,228,198.680439254446,38.966686550481,38.9720423042021,41.8442117179862,37.7067636459764,93.9193891560483,93.9193891560483,118.290515860748,174.300716733827,2.23130936819587,41.9795918367347,43,30,31.8571428571429,5.24177360024167
"36",36,11.18,4.52,0.0171731030205905,0,38,0.0168107632167617,0,0.392891881038386,0.75399731389571,1.37321955188832,198.6804393,228,198.680439254446,38.9622618187002,38.9720423042021,41.8398021536152,37.7067636459764,93.9193891560483,93.9193891560483,118.290515860748,174.300716733827,2.23130936819587,41.9795918367347,43,30,31.8571428571429,5.24177360024167
"37",37,11.3,4.6,0.0171731030205905,0,40,0.0167594982693555,0,1.57501261290977,1.3141992878277,1.36442571694566,891.3959859,227,891.395985859625,38.9556700336703,39.2144799131614,41.7689916460781,37.5688459998078,95.0397497609428,95.0397497609428,118.290515860748,174.300716733827,2.28590029005082,41.9387755102041,43,30,32.2857142857143,5.18698003705064
"38",38,11.45,4.25,0.0171731030205905,0,42,0.0168937481877695,0,2.43255991433623,1.01412900134244,1.37357190084457,598.102699,235,598.102699011396,38.9728144990888,43.0283051939746,41.7935932270122,39.9825919114196,382.859882515694,382.859882515694,105.792179467793,128.287999060074,2.34512427029726,42.0196078431373,43,42,39.2307692307692,4.9691355075413
"39",39,12.2,4.2,0.0171731030205905,0,43,0.0168675929688672,0,2.15860547596267,0.768928911053684,1.39892508984193,280.1503691,236,280.150369100736,39.100205622938,42.9206060243093,41.8182679441491,39.8409749913675,481.719941314416,481.719941314416,105.792179467793,128.287999060074,2.34093998214392,42,43,42,38.9230769230769,4.94067367979878
"40",40,10.85,2.95,0.0171731030205905,0,43,0.0173775267142645,0,2.6787936718119,0.542162132007987,1.43071204493609,136.4106777,237,136.410677726608,38.9466722837968,42.9329820859499,42.1165231806809,39.9164779871382,531.24672979046,531.24672979046,105.792179467793,128.287999060074,2.40825150776976,42.2678571428571,43,42,38.8461538461538,4.9133517725709
"41",41,11.49,2.08,0.0171758783935509,0,43,0.0174646010485387,0,3.20831457120906,0.359099108735243,1.44658916211418,58.6051668,238,58.6051667976367,39.2551657516094,42.9373683109852,42.5009879440849,40.012507011283,536.280742686151,536.280742686151,105.792179467793,128.287999060074,2.44471304217126,42.4576271186441,43,41,38.7692307692308,4.86747446755581
"42",42,12.11,2.16,0.0171758783935509,0,43,0.0173996032943874,0,3.18875391904606,0.259185817260915,1.45416483832954,25.93187244,239,25.931872437904,39.3916239770925,42.9383142366926,42.5356505274972,40.0050925897165,468.184724631476,468.184724631476,105.792179467793,128.287999060074,2.4460275647379,42.5,43,41,38.7692307692308,4.86747446755581
"43",43,10.77,0.92,0.0164719379487179,0,43,0.0177904814072564,0,3.18875391904606,0.259185817260915,1.45416483832954,25.93187244,239,25.931872437904,39.4749453099334,42.9383142366926,43.0720195963106,40.0050925897165,468.184724631476,468.184724631476,105.792179467793,128.287999060074,2.19730818623745,42.78,43,41,38.7692307692308,4.86747446755581
"44",44,11.93,-0.1,0.0164719379487179,0,44,0.0177096201786429,0,2.12986136072039,0.958210247730517,1.4426661374047,404.8862948,259,404.886294752328,39.86721982163,43.6247221747762,43.7022489639468,41.8192616469974,106.921349844079,106.921349844079,116.221510097283,172.953017824025,1.40109035654098,43.9655172413793,44,34,35.9090909090909,7.84161393406415
"45",45,10.22,3.06,0.0180563223115773,0,44,0.0174898683050144,0,2.12986136072039,0.958210247730517,1.4426661374047,404.8862948,259,404.886294752328,38.7715551547297,43.6247221747762,42.0548388816887,41.8192616469974,106.921349844079,106.921349844079,116.221510097283,172.953017824025,2.40901785036288,42.2181818181818,43,34,35.9090909090909,7.84161393406415
"46",46,12.52,4.17,0.0168875834518259,0,44,0.016872831941755,0,1.59205838684493,1.12238242433281,1.41872042254131,683.8678556,258,683.867855599367,39.1295593396132,43.5605429890103,41.8261133232705,41.6874546059354,110.024230380233,110.024230380233,116.221510097283,172.953017824025,2.32202062627329,42.0192307692308,43,34,36.0909090909091,7.71303501164808
"47",47,14.1,2.45,0.0168505062529138,0,44,0.017347091781707,0,1.98147599177073,0.540366811501895,1.4311037233747,99.38654451,261,99.3865445086701,39.754139368733,43.3026744368749,42.887913707774,41.4824368627064,133.872209022742,133.872209022742,116.221510097283,172.953017824025,2.10271932778214,42.9166666666667,43,32,35.7272727272727,7.91316509483922
"48",48,13.62,3.01,0.0168875834518259,0,43,0.017217602978572,0,1.98147599177073,0.540366811501895,1.4311037233747,99.38654451,261,99.3865445086701,39.6428295233384,43.7939411370506,42.5073267969994,41.9737035628822,135.686889242353,135.686889242353,116.221510097283,172.953017824025,2.40289680250282,42.2173913043478,43,32,35.8181818181818,8.0102207437521
"49",49,15.27,3.41,0.0171683411111111,0,44,0.0172041706275771,0,1.39032412262104,1.21391266889244,1.42871899673426,701.9522248,260,701.952224811213,39.8742827238561,43.4614342914451,43.0126204965199,41.5931013123207,127.706575666079,127.706575666079,116.221510097283,172.953017824025,2.05688337801861,42.6666666666667,43,34,36.0909090909091,7.71303501164808
"50",50,13.5,4.8,0.0168875834518259,0,42,0.016609328812637,0,0.908998455320335,1.29519723055278,1.38027090954811,850.6443678,256,850.644367849288,39.3856567974437,43.3750155755749,41.912376926179,41.724363135876,88.7025230425387,88.7025230425387,116.221510097283,172.953017824025,2.34726688634863,41.8478260869565,43,29,31.5,7.93725393319377
"51",51,13.9,4.71,0.0168875834518259,0,43,0.0166552973230755,0,0.908998455320335,1.29519723055278,1.38027090954811,850.6443678,256,850.644367849288,39.4714887663199,43.0824099750335,41.9946080593828,41.4317575353346,88.6008953613402,88.6008953613402,116.221510097283,172.953017824025,2.48777498786444,41.7560975609756,43,29,31.25,7.45542308211501
"52",52,9.55,-1.2,0.0174443715870241,0,46,0.0183673652511207,0,1.70883556911065,0.415325470153256,1.56774074163057,75.16878011,265,75.1687801056932,40.1749250885895,44.7619998913215,43.8188177034177,42.9697665383675,542.571001715886,542.571001715886,105.265466038493,147.263653899655,1.54465689144247,43.9473684210526,44,44,42.7777777777778,2.99072640748773
"53",53,8.78,-0.72,0.017179608506216,0,46,0.018578120612707,0,1.70883556911065,0.415325470153256,1.56774074163057,75.16878011,265,75.1687801056932,39.8690180465384,44.7619998913215,43.6386813467876,42.9697665383675,542.571001715886,542.571001715886,105.265466038493,147.263653899655,1.40377641926844,43.7058823529412,44,44,42.7777777777778,2.99072640748773
"54",54,10.24,-0.7,0.017179608506216,0,45,0.0181150719039864,0,1.68721663734062,0.443294075252984,1.53961426149949,97.19495213,266,97.1949521276608,40.0057937142192,44.8883249943323,43.7559661534001,43.0994177470533,573.667881458591,573.667881458591,105.265466038493,147.263653899655,1.59861050777091,44,44,44,43,3.04138126514911
"55",55,10.07,-0.59,0.017179608506216,0,44,0.0181562742849193,0,1.5861878671031,0.305296655011238,1.53650178525525,37.19307681,267,37.1930768132583,40.0162387744988,45.095849320034,43.7805409078351,43.2893471736939,509.793131028299,509.793131028299,105.265466038493,147.263653899655,1.61498827689334,44.0526315789474,44,44,43.1111111111111,3.10017920628971
"56",56,10.29,-0.7,0.017179608506216,0,44,0.0181004479487316,0,1.5861878671031,0.305296655011238,1.53650178525525,37.19307681,267,37.1930768132583,40.0709512638369,45.095849320034,43.8305721765557,43.2893471736939,509.793131028299,509.793131028299,105.265466038493,147.263653899655,1.61498827689334,44.0526315789474,44,44,43.1111111111111,3.10017920628971
"57",57,11.75,0,0.0164719379487179,0,46,0.0177227558389405,0,3.32439240143212,1.38159781218224,1.50963558339846,735.937885,263,735.937885035065,39.7817805993435,44.6508766427229,43.5077623903085,42.9066546779689,454.630874516135,454.630874516135,105.265466038493,147.263653899655,1.39596488090423,43.8888888888889,44,44,43.3333333333333,2.12132034355964
"58",58,17.44,1.35,0.0174543833411033,0,45,0.0179582689289744,0,5.90278187006271,1.36199428693426,1.49294822026476,1241.575506,280,1241.57550599844,39.6395807962891,43.0026647183901,44.4232539529853,38.3709935454354,65.5063038811772,65.5063038811772,119.512215633043,174.45027498462,1.32529629004621,44.3846153846154,45,27.5,27.5,2.12132034355964
"59",59,15.89,1.36,0.0171579245707071,0,44,0.0176952308860808,0,4.42170415170042,0.935702984799627,1.49790777128688,342.101136,278,342.101135986782,39.8640263945903,43.4372108399951,44.1358568207673,39.0426809033177,64.1933649086957,64.1933649086957,119.037038563564,174.32752836859,1.22581873821025,44.35,44,30,33.3333333333333,9.45163125250522
"60",60,17.42,1.3,0.0174543833411033,0,44,0.0179611971354437,0,4.42170415170042,0.935702984799627,1.49790777128688,342.101136,278,342.101135986782,39.5712960198406,43.4372108399951,44.5532214219375,39.0426809033177,64.1933649086957,64.1933649086957,119.037038563564,174.32752836859,1.33012434352235,44.4615384615385,45,30,33.3333333333333,9.45163125250522
"61",61,19.22,3.33,0.0175021017735043,0,45,0.017870096685501,0,5.07106006921797,1.49387094391805,1.48965597318712,1545.016197,277,1545.01619723707,39.6508092730484,42.482243055793,44.7522908722788,38.2197882152841,67.2412646049349,67.2412646049349,119.037038563564,174.32752836859,0.707106781186548,44.75,45,26,26,0
"62",62,16.99,1.62,0.0174543833411033,0,45,0.0178374485090839,0,7.38570185714082,1.60098439078348,1.53195406260363,1141.607346,275,1141.60734635525,39.944160908569,42.8538071631588,44.2904922750529,37.9073626762135,59.4394785773843,59.4394785773843,118.764671173122,173.752312796291,0.90033663737852,44.4166666666667,44.5,0,0,0
"63",63,15.89,-0.04,0.0167561224125874,0,45,0.0178113261029075,0,5.50798660967777,1.22242925376377,1.4878146325031,641.0338545,281,641.03385447058,39.666539530838,43.6846161576366,44.337468628072,38.7546283830862,58.6574984996062,58.6574984996062,119.512215633043,174.45027498462,1.52127765851133,44.2857142857143,44,30,32.75,8.42120339777319
"64",64,15.5,-1.2,0.0162600917657343,0,45,0.0177552532702471,0,5.50798660967777,1.22242925376377,1.4878146325031,641.0338545,281,641.033854470583,39.7492773361343,43.684616157637,44.362357986933,38.7546283830865,58.6574984996064,58.6574984996064,119.512215633043,174.45027498462,1.50324324702965,44.4545454545455,44.5,30,32.75,8.42120339777319
"65",65,17.95,0.05,0.0173935131701632,0,45,0.0181589510822776,0,5.90278187006271,1.36199428693426,1.49294822026476,1241.575506,280,1241.57550599844,39.430842111322,43.0026647183901,44.4564663039737,38.3709935454353,65.5063038811772,65.5063038811772,119.512215633043,174.45027498462,1.49747261825525,44.3333333333333,45,27.5,27.5,2.12132034355964
"66",66,18.15,-3,0.0162940924145299,0,41,0.0178869462344613,0,4.8128548193578,1.58986979289511,1.43715666743855,1735.861098,301,1735.86109841885,39.8223777294767,41.2684923573748,44.245060086967,37.5895884411657,78.8098735519815,78.8098735519815,119.144654438065,174.315953412025,1.50554530541816,44.4666666666667,45,0,0,0
"67",67,21.63,2.18,0.0181018110528361,0,46,0.0183867879331465,0,7.38570185714082,1.60098439078348,1.53195406260363,1141.607346,275,1141.60734635525,40.5232012068739,42.5076300200698,44.8704725237832,37.5611855331245,59.3836404313557,59.3836404313557,118.764671173122,173.752312796291,0.632455532033676,45,45,0,0,0
"68",68,20.5,-1,0.0176527630448718,0,46,0.0184909024222633,0,4.06833472582225,1.57008238849372,1.41374364210037,1160.254282,283,1160.25428200714,39.2195162691788,41.8755493738219,44.2014264885417,38.2269840358212,59.6599105764885,59.6599105764885,118.603491291391,173.539992274419,1.72463299700515,44.1538461538462,45,0,0,0
"69",69,24.05,-3.71,0.0165560943444056,0,45,0.0170794892791576,0,2.35355546134156,1.38699809779457,1.44186760021396,678.1346149,272,678.134614860709,39.4667634631429,43.9301638109987,42.7717985860994,40.9047979692751,57.5276971701172,57.5276971701172,118.682291310647,173.770990707261,2.54950975679639,43.75,44,37.5,37.5,12.0208152801713
"70",70,25.58,-2.63,0.0176323481633644,0,46,0.0165619524297105,0,2.35355546134156,1.38699809779457,1.44186760021396,678.1346149,272,678.134614860709,37.4778384170453,43.355460137593,41.1157760408023,40.3300942958694,57.3241457660758,57.3241457660758,118.682291310647,173.770990707261,3.60307408432617,39.875,38.5,37,37,11.3137084989848
"71",71,20.48,-5.08,0.0150433539393939,0,45,0.0174425361650459,0,5.6781090804325,1.1240216148367,1.49177363032795,495.7719605,271,495.771960505963,39.8014611165223,43.1184238321653,43.2842048489426,38.3369130386884,57.4702436018587,57.4702436018587,118.682291310647,173.770990707261,2.93446947694317,42.8888888888889,44,36.5,36.5,10.6066017177982
"72",72,20.79,-3.92,0.0165766199310412,0,44,0.0178587490019185,0,5.6781090804325,1.1240216148367,1.49177363032795,495.7719605,271,495.771960505963,40.0420656509434,43.7789844917864,43.7885683639757,38.9974736983095,57.8283501831283,57.8283501831283,118.682291310647,173.770990707261,2.12132034355964,43.75,44.5,37,37,11.3137084989848
"73",73,22.43,2.61,0.0180822072222222,0,45,0.0182239924458437,0,3.40427162999056,1.49472940449876,1.34219622855751,1368.838557,286,1368.83855735049,39.4626750197872,41.6143572641074,45.1888025296327,38.5103159496357,68.7083400132678,68.7083400132678,118.946138035061,173.905800059383,0.957427107756338,45.25,45.5,27,27,0
"74",74,25.29,-0.8,0.0179371980516706,0,44,0.0171068637459118,0,4.06833472582225,1.57008238849372,1.41374364210037,1160.254282,283,1160.25428200714,39.0174434083878,42.6071920554741,42.2729389793544,38.9586267174735,59.7752188603035,59.7752188603035,118.603491291391,173.539992274419,3.48010216963685,41.8888888888889,43,0,0,0
"75",75,27.48,2.13,0.0177220621911422,0,43,0.0163562407473384,0,3.40427162999056,1.49472940449876,1.34219622855751,1368.838557,286,1368.83855735049,37.9597763784687,42.0380050357018,40.9320805283074,38.9339637212301,68.7637970744505,68.7637970744505,118.946138035061,173.905800059383,3.5939764421413,41.25,42.5,27,27,0
"76",76,26.5,-0.3,0.0174197132847708,0,43,0.0165646572828984,0,1.98529401604435,1.34978089862227,1.28946337860724,932.7907477,285,932.790747721337,37.2989902345063,41.8516914722389,41.0507070648417,38.938326170112,61.6394133816115,61.6394133816115,118.946138035061,173.905800059383,3.46410161513775,41.3333333333333,42,28,32.3333333333333,8.38649708360608
"77",77,30.08,-6.12,0.0126667994182207,0,38,0.0130612905789646,0,1.62305493528602,1.5841908946535,1.028231770664,2168.176671,321,2168.17667127558,34.7318588751182,37.6900226043579,36.4416253713175,34.6987342650293,101.466969255951,101.466969255951,117.20328781418,178.340986789831,1.49602648308619,36.3333333333333,36,0,0,0
"78",78,28.75,0.6,0.0159441389471639,0,42,0.0157329735447361,0,1.98529401604435,1.34978089862227,1.28946337860724,932.7907477,285,932.790747721338,35.5261547035903,42.242986772284,38.8690332929329,39.3296214701571,61.7227413676032,61.7227413676032,118.946138035061,173.905800059383,2.9480347845487,39.0909090909091,38,28,32.6666666666667,8.9628864398325
"79",79,28.3,-1.25,0.0151614583041958,0,36,0.0155389417041538,0,1.62305493528602,1.5841908946535,1.028231770664,2168.176671,321,2168.17667127559,35.4768345969576,37.7327976036634,39.2607005587778,34.7415092643348,101.471027703187,101.471027703187,117.20570890094,178.339613564008,3.48071610669193,39.5,38.5,0,0,0
"80",80,11.9,-1.6,0.0170110652602953,0,42,0.017769646202047,0,5.71444796949774,1.48959420715664,1.43740551164421,1446.020034,290,1446.0200338419,40.6999402787713,41.5232579837807,44.286119331857,38.8771657732092,93.7292917963878,93.7292917963878,116.65696402715,174.519387449797,1.53682248871604,44.1481481481481,44,28,28,0
